statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,scope,v5_compatible,needs_repair
S0157,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,14,threshold relevance definition,- Threshold relevance failures: `0`.,theorem_or_unspecified,True,False
S0158,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,15,first-crossing obstruction definition,- Surviving obstruction candidates: `0`.,candidate_set,True,False
S0159,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,15,continuous/discrete scope statement,- Surviving obstruction candidates: `0`.,candidate_set,True,False
S0160,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,16,Q_R2Q threshold meaning,- Candidate rows with `Q_R2Q <= 0.75`: `0`.,candidate_set,True,False
S0161,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,16,0.75 constant justification,- Candidate rows with `Q_R2Q <= 0.75`: `0`.,candidate_set,True,False
S0162,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,16,subthreshold non-obstruction statement,- Candidate rows with `Q_R2Q <= 0.75`: `0`.,candidate_set,True,False
S0163,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,16,continuous/discrete scope statement,- Candidate rows with `Q_R2Q <= 0.75`: `0`.,candidate_set,True,False
S0164,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,17,subthreshold non-obstruction statement,- Subthreshold rows: `10115`.,theorem_or_unspecified,True,False
S0165,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,18,subthreshold non-obstruction statement,- Subthreshold unclassified rows: `0`.,theorem_or_unspecified,True,False
S0166,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,24,threshold relevance definition,"The safe theorem form is the contrapositive: if `Q_R2Q <= 3/4`, the row is harmless, repaid, finite-certified, or non-surviving. Therefore any surviving first-crossing obstruction must have `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0167,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,24,first-crossing obstruction definition,"The safe theorem form is the contrapositive: if `Q_R2Q <= 3/4`, the row is harmless, repaid, finite-certified, or non-surviving. Therefore any surviving first-crossing obstruction must have `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0168,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,24,Q_R2Q threshold meaning,"The safe theorem form is the contrapositive: if `Q_R2Q <= 3/4`, the row is harmless, repaid, finite-certified, or non-surviving. Therefore any surviving first-crossing obstruction must have `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0169,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,24,0.75 constant justification,"The safe theorem form is the contrapositive: if `Q_R2Q <= 3/4`, the row is harmless, repaid, finite-certified, or non-surviving. Therefore any surviving first-crossing obstruction must have `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0170,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,24,subthreshold non-obstruction statement,"The safe theorem form is the contrapositive: if `Q_R2Q <= 3/4`, the row is harmless, repaid, finite-certified, or non-surviving. Therefore any surviving first-crossing obstruction must have `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0171,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,28,threshold relevance definition,- Threshold relevance definition found: `True`.,theorem_or_unspecified,True,False
S0172,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,29,first-crossing obstruction definition,- First-crossing obstruction definition found: `True`.,theorem_or_unspecified,True,False
S0173,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,30,Q_R2Q threshold meaning,- `Q_R2Q` threshold definition found: `True`.,theorem_or_unspecified,True,False
S0174,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,31,0.75 constant justification,- `0.75` / `3/4` justification found: `True`.,theorem_or_unspecified,True,False
S0175,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,37,certificate result statement,| `rows` | `10140` |,theorem_or_unspecified,True,False
S0176,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,38,Q_R2Q threshold meaning,| `Q_R2Q_gt_0p75_count` | `24` |,theorem_or_unspecified,True,False
S0177,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,39,Q_R2Q threshold meaning,| `Q_R2Q_le_0p75_count` | `10115` |,theorem_or_unspecified,True,False
S0178,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,40,Q_R2Q threshold meaning,| `Q_R2Q_min` | `0.0` |,theorem_or_unspecified,True,False
S0179,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,41,Q_R2Q threshold meaning,| `Q_R2Q_max` | `1.8193520399038576` |,theorem_or_unspecified,True,False
S0180,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,42,threshold relevance definition,| `threshold_relevance_failures` | `0` |,theorem_or_unspecified,True,False
S0181,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,42,certificate result statement,| `threshold_relevance_failures` | `0` |,theorem_or_unspecified,True,False
S0182,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,46,subthreshold non-obstruction statement,## 6. Subthreshold Rows,theorem_or_unspecified,True,False
S0183,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,57,first-crossing obstruction definition,Counts overlap because a row can be safe in more than one channel. The important result is zero unclassified subthreshold rows and zero subthreshold surviving obstruction proxies.,theorem_or_unspecified,True,False
S0184,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,57,subthreshold non-obstruction statement,Counts overlap because a row can be safe in more than one channel. The important result is zero unclassified subthreshold rows and zero subthreshold surviving obstruction proxies.,theorem_or_unspecified,True,False
S0185,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,62,direct threshold sign compatibility,- Uses direct threshold sign: `True`.,theorem_or_unspecified,True,False
S0186,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,68,FullFCL threshold statement,"| symbolic all-x ThresholdRelevance proof | `not_standalone_symbolic` | The audit supports the contrapositive through a finite/candidate certificate and FullFCL/Covering inputs, not a standalone symbolic derivation. | `Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Conditional_Closure_Update_v1.md` |",candidate_set,True,False
S0187,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,68,certificate result statement,"| symbolic all-x ThresholdRelevance proof | `not_standalone_symbolic` | The audit supports the contrapositive through a finite/candidate certificate and FullFCL/Covering inputs, not a standalone symbolic derivation. | `Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Conditional_Closure_Update_v1.md` |",candidate_set,True,False
S0188,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,68,continuous/discrete scope statement,"| symbolic all-x ThresholdRelevance proof | `not_standalone_symbolic` | The audit supports the contrapositive through a finite/candidate certificate and FullFCL/Covering inputs, not a standalone symbolic derivation. | `Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Conditional_Closure_Update_v1.md` |",candidate_set,True,False
S0189,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,69,certificate result statement,"| 10,140-row certificate | `passes` | Rows actual=10140; failures=0. | `Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Certificate_Closure_Update_v1.md` |",theorem_or_unspecified,True,False
S0190,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,70,Q_R2Q threshold meaning,"| subthreshold non-obstruction | `passes` | Every Q_R2Q<=0.75 row is classified as harmless, repaid, certified, or non-surviving. | `Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md` |",theorem_or_unspecified,True,False
S0191,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,70,0.75 constant justification,"| subthreshold non-obstruction | `passes` | Every Q_R2Q<=0.75 row is classified as harmless, repaid, certified, or non-surviving. | `Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md` |",theorem_or_unspecified,True,False
S0192,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,70,subthreshold non-obstruction statement,"| subthreshold non-obstruction | `passes` | Every Q_R2Q<=0.75 row is classified as harmless, repaid, certified, or non-surviving. | `Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md` |",theorem_or_unspecified,True,False
S0193,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,71,Q_R2Q threshold meaning,| failed delta route | `not_used` | No proof evidence relies on Q_R2Q>0.75 => Q_DeltaD>0.75. | `Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md` |,theorem_or_unspecified,True,False
S0194,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,71,0.75 constant justification,| failed delta route | `not_used` | No proof evidence relies on Q_R2Q>0.75 => Q_DeltaD>0.75. | `Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md` |,theorem_or_unspecified,True,False
S0195,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,71,failed delta route warning,| failed delta route | `not_used` | No proof evidence relies on Q_R2Q>0.75 => Q_DeltaD>0.75. | `Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md` |,theorem_or_unspecified,False,False
S0196,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,87,subthreshold non-obstruction statement,prime_mesh_r2q_firstcrossing_thresholdrelevance_subthreshold_classification.csv,theorem_or_unspecified,True,False
S0197,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Audit_v1.md,88,FullFCL threshold statement,prime_mesh_r2q_firstcrossing_thresholdrelevance_fullfcl_review.csv,theorem_or_unspecified,True,False
S0198,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,7,threshold relevance definition,**Purpose:** Attack the threshold relevance implication in the conditional GlobalBridge theorem.,theorem_or_unspecified,True,False
S0199,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,24,first-crossing obstruction definition,\text{first-crossing obstruction row},theorem_or_unspecified,True,False
S0200,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,26,0.75 constant justification,Q_{\rm R2Q}>0.75.,theorem_or_unspecified,True,False
S0201,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,35,first-crossing obstruction definition,\text{first-crossing obstruction row},theorem_or_unspecified,True,False
S0202,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,37,0.75 constant justification,Q_{\rm R2Q}>0.75.,theorem_or_unspecified,True,False
S0203,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,41,continuous/discrete scope statement,This is the theorem that converts a covered first-crossing candidate into a row large enough for the v5 local obstruction stack to act.,candidate_set,True,False
S0204,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,50,0.75 constant justification,Q_{\rm R2Q}=0.75.,theorem_or_unspecified,True,False
S0205,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,56,0.75 constant justification,Q_{\rm R2Q}>0.75,theorem_or_unspecified,True,False
S0206,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,67,threshold relevance definition,So an upper first crossing contradicts the local stack only if it is threshold-relevant:,theorem_or_unspecified,True,False
S0207,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,70,0.75 constant justification,Q_{\rm R2Q}>0.75.,theorem_or_unspecified,True,False
S0208,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,73,first-crossing obstruction definition,If a first-crossing obstruction could occur with:,theorem_or_unspecified,True,False
S0209,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,76,0.75 constant justification,"Q_{\rm R2Q}\le0.75,",theorem_or_unspecified,True,False
S0210,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,79,direct threshold sign compatibility,then the direct threshold sign theorem would not apply.,theorem_or_unspecified,True,False
S0211,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,90,threshold relevance definition,\text{Threshold relevance rows}=10140.,theorem_or_unspecified,True,False
S0212,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,90,certificate result statement,\text{Threshold relevance rows}=10140.,theorem_or_unspecified,True,False
S0213,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,94,threshold relevance definition,\text{Threshold relevance failures}=0.,theorem_or_unspecified,True,False
S0214,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,101,direct threshold sign compatibility,- Direct threshold sign is found.,theorem_or_unspecified,True,False
S0215,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,112,first-crossing obstruction definition,Let \(J\) be an admissible v5 row selected by the CoveringLocalization theorem from a global RH-scale first-crossing obstruction.,theorem_or_unspecified,True,False
S0216,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,118,0.75 constant justification,Q_{\rm R2Q}(J)>0.75.,theorem_or_unspecified,True,False
S0217,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,126,0.75 constant justification,Q_{\rm R2Q}(J)\le0.75,theorem_or_unspecified,True,False
S0218,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,128,first-crossing obstruction definition,J\text{ is not a first-crossing obstruction row}.,theorem_or_unspecified,True,False
S0219,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,136,0.75 constant justification,Q_{\rm R2Q}(J)\le0.75,theorem_or_unspecified,True,False
S0220,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Attack_v1.md,153,0.75 constant justification,Q_{\rm R2Q}\le0.305<0.75.,theorem_or_unspecified,True,False
