candidate_id,block_id,E_theta,E_theta_sign,DeltaD,DeltaD_sign,Q_delta_D,Q_R2Q,sign_consistent,sign_inconsistent_flag,sign_inconsistent_positive_harmless,sign_inconsistent_threshold_relevant,sign_inconsistent_forbidden,row_status
hexc_00400,401,12.333319361116503,positive,-13.00996929611648,negative,0.07318123066617822,0.0738358982563811,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00401,402,13.233314561175357,positive,-13.909964496175348,negative,0.06866160111025123,0.0714560474941763,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00402,403,16.230575965817664,positive,-16.907225900817593,negative,0.0569472511815487,0.0579128565004976,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00403,404,-74.42642537397955,negative,-709.5216761226675,negative,0.062481818568781454,0.0719233861912456,True,False,False,False,False,primitive_full_verified
hexc_00404,405,16.337295365228773,positive,-17.013945300228897,negative,0.056603376190102694,0.059041266201577,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00405,406,12.988750165086293,positive,-13.665400100086345,negative,0.06983361493844092,0.0720468489481977,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00406,407,14.050709608525468,positive,-14.727359543525496,negative,0.06501460623935655,0.0681046044048134,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00407,408,12.721504227778484,positive,-13.398154162778496,negative,0.07116091489892835,0.0749287563478817,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00408,409,16.52520592484683,positive,-17.201855859846546,negative,0.05600786847854237,0.0586737489929136,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00409,410,13.232849558236008,positive,-13.909499493236012,negative,0.06866379221256502,0.0705537248388434,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00410,411,35.010655503905085,positive,-37.36395537390581,negative,0.059722971320921726,0.0608113493141144,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00411,412,13.228654772782928,positive,-13.905304707782877,negative,0.06868356443706232,0.0706974408897726,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00412,413,17.503120702077418,positive,-18.179770637077127,negative,0.05310047865975968,0.0546182774138054,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00413,414,-48.87590784572831,negative,-352.2875416484185,negative,0.04340182465808785,0.0551196856546969,True,False,False,False,False,primitive_full_verified
hexc_00414,415,15.685713564882494,positive,-16.362363499882576,negative,0.05877010525887329,0.0611881261978987,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00415,416,16.228999521011747,positive,-16.905649456011815,negative,0.05695236216393294,0.0596340487654195,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00416,417,14.4231943327982,positive,-15.09984426779829,negative,0.06347808356695397,0.0657125416893429,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00417,418,16.22995418611277,positive,-16.90660412111265,negative,0.05694926694033726,0.0580098213946896,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00418,419,17.512276387948138,positive,-18.188926322947736,negative,0.05307468343061904,0.0538415692856274,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00419,420,13.229285708493393,positive,-13.905935643493422,negative,0.06868058977894423,0.0708371017721546,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00420,421,18.006475431740324,positive,-18.68312536674057,negative,0.05171855124676774,0.0535518097468465,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00421,422,18.04892001782697,positive,-18.725569952826845,negative,0.0516053025608131,0.0533821363327469,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00422,423,12.995415029292625,positive,-13.672064964292645,negative,0.0698011454629597,0.0725973533181587,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00423,424,34.004751585154295,positive,-37.214340315154,negative,0.05153051478063402,0.0537613436683464,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00424,425,-42.267090202042255,negative,-623.5230392004587,negative,0.06289738383355278,0.0705332046108587,True,False,False,False,False,primitive_full_verified
hexc_00425,426,12.996250030589469,positive,-13.672899965589522,negative,0.06979707968198551,0.0716439824546732,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00426,427,17.5052900273906,positive,-18.18193996239097,negative,0.053094364537028926,0.0544294247853158,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00427,428,17.51224547284982,positive,-18.18889540784949,negative,0.05307477048866141,0.0537769958239419,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00428,429,33.01061719521155,positive,-36.2202059252113,negative,0.05288447680571118,0.055060010476967,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00429,430,12.990289574516003,positive,-13.666939509516055,negative,0.0698261126573121,0.072546546180588,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00430,431,16.496639731089576,positive,-17.17328966608966,negative,0.05609758901916903,0.0580269088590896,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00431,432,-101.12905906513606,negative,-1136.002312900042,negative,0.07041320097547538,0.0809591793277333,True,False,False,False,False,primitive_full_verified
hexc_00432,433,16.52577621329047,positive,-17.20242614829067,negative,0.05600608024055099,0.0575819322666712,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00433,434,16.22865070670187,positive,-16.905300641701615,negative,0.05695349317665311,0.0588814400924941,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00434,435,16.228638058580096,positive,-16.905287993579805,negative,0.056953534188390456,0.0581421661772224,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00435,436,17.51140651320472,positive,-18.188056448204406,negative,0.0530771331385695,0.0551035992031224,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00436,437,18.04931776030601,positive,-18.72596769530628,negative,0.05160424366749441,0.0530690201586509,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00437,438,15.367868435962098,positive,-16.044518370962123,negative,0.05988836184131513,0.0612899637796794,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00438,439,15.367330796806776,positive,-16.04398073180664,negative,0.05989028942527035,0.0626960586435312,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00439,440,16.494944518523248,positive,-17.171594453523085,negative,0.05610292236610309,0.0579331348020495,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00440,441,15.705476177842002,positive,-16.38212611284189,negative,0.058701952420658,0.0612759643063083,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00441,442,16.49550245952606,positive,-17.172152394526165,negative,0.056101166903269974,0.0571023960704463,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00442,443,-83.51108885949861,negative,-529.020330384823,negative,0.04659846205099165,0.0595213337383874,True,False,False,False,False,primitive_full_verified
hexc_00443,444,18.00231132678245,positive,-18.678961261783115,negative,0.051729685325910636,0.0530953390628619,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00444,445,34.01005747345147,positive,-37.21964620345079,negative,0.05152347287101485,0.0531359360204135,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00445,446,13.99172966686262,positive,-14.668379601862624,negative,0.06526474654995804,0.0681785423845579,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00446,447,12.991224499135525,positive,-13.667874434135456,negative,0.0698215571070981,0.072182493775885,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00447,448,18.00534437614944,positive,-18.681994311149538,negative,0.05172157587454812,0.0535246964138259,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00448,449,34.00482710906792,positive,-37.21441583906744,negative,0.051530416917865786,0.0532662829880072,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00449,450,13.228677265803476,positive,-13.905327200803526,negative,0.0686834583853081,0.0712006740325232,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00450,451,12.997637929238774,positive,-13.67428786423875,negative,0.0697903227852879,0.073442667720498,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00451,452,18.00531574201046,positive,-18.68196567701125,negative,0.051721652451514576,0.053478344253127,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00452,453,35.02405233789855,positive,-37.37735220789818,negative,0.05970229522728795,0.0607003725406591,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00453,454,-59.3237404284406,negative,-549.8922565899411,negative,0.04856760944732331,0.0613546266448391,True,False,False,False,False,primitive_full_verified
hexc_00454,455,11.349701016670412,positive,-12.026350951670423,negative,0.07885350206639534,0.0812431088851837,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00455,456,16.24221618697599,positive,-16.918866121975952,negative,0.05690954085352678,0.0592299076839352,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00456,457,15.363690632117276,positive,-16.040340567117255,negative,0.05990334367841135,0.0622910070873101,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00457,458,34.026696141718304,positive,-36.3799960117185,negative,0.061281869441244224,0.063077134089216,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00458,459,16.52570695790138,positive,-17.202356892901662,negative,0.05600629739670557,0.0574831963320775,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00459,460,33.99794528509872,positive,-37.207534015098645,negative,0.05153954842568069,0.0536908999369261,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00460,461,16.3266830018682,positive,-17.003332936868446,negative,0.05663738572223357,0.0575407317020136,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00461,462,15.68311776974364,positive,-16.359767704743717,negative,0.058779068806286965,0.0600786871028681,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00462,463,-17.733697378940747,negative,-382.0148076699807,negative,0.04166375290372632,0.0555703834394379,True,False,False,False,False,primitive_full_verified
hexc_00463,464,17.51228768431294,positive,-18.18893761931304,negative,0.05307465161971724,0.054101887905503,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00464,465,16.52578091171557,positive,-17.202430846715288,negative,0.05600606550829945,0.0570730258776849,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00465,466,16.337817849908106,positive,-17.014467784907993,negative,0.05660170283347914,0.0578902569502811,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00466,467,16.229966883387636,positive,-16.906616818387647,negative,0.05694922577538759,0.0588312415358487,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00467,468,16.250786061268272,positive,-16.927435996268287,negative,0.05688180929003051,0.0583303218485938,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00468,469,16.243095083167603,positive,-16.919745018167305,negative,0.056906695558002415,0.0592880023223457,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00469,470,16.33904771828289,positive,-17.01569765328304,negative,0.05659776433631444,0.0581891914296216,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00470,471,18.049337727540443,positive,-18.72598766254032,negative,0.05160419051069768,0.0522625737058333,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00471,472,16.323730563217257,positive,-17.00038049821751,negative,0.05664685469281663,0.0589474946578349,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00472,473,17.511348701661493,positive,-18.187998636661177,negative,0.05307729595323557,0.0545556595614845,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00473,474,16.49664945612307,positive,-17.173299391123237,negative,0.05609755842594374,0.0584362579013333,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00474,475,15.682605557419812,positive,-16.359255492419834,negative,0.05878083785095931,0.0607320488763139,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00475,476,9.987679702292931,positive,-10.664329637292925,negative,0.08833271493296635,0.091902998374857,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00476,477,15.705789367096394,positive,-16.382439302096373,negative,0.058700873636058123,0.060032945144278,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00477,478,15.372424874617732,positive,-16.04907480961765,negative,0.05987203073623294,0.0621454033244644,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00478,479,16.24286448826941,positive,-16.919514423269447,negative,0.056907442047122336,0.0587764106373514,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00479,480,15.334996476947772,positive,-16.011646411947822,negative,0.06000644531812415,0.0626318690183186,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00480,481,16.33825688275092,positive,-17.01490681775067,negative,0.056600296823710525,0.0574697978033588,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00481,482,17.997503822219905,positive,-18.67415375721976,negative,0.05174255252629686,0.0526050690035047,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00482,483,16.325669932173774,positive,-17.00231986717381,negative,0.05664063445160982,0.0582047066805612,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00483,484,16.326652004753736,positive,-17.003301939753783,negative,0.056637485118789556,0.0590543775726441,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00484,485,16.242644233808694,positive,-16.919294168808847,negative,0.05690815508012955,0.0592444114270652,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00485,486,35.01272485653976,positive,-37.36602472653976,negative,0.059719777148564954,0.0607185564329466,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00486,487,34.02410731121271,positive,-36.37740718121222,negative,0.06128608139323365,0.062415968235633,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00487,488,17.502849101599622,positive,-18.179499036598827,negative,0.05310124424975396,0.054996504598093,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00488,489,15.371474203024786,positive,-16.048124138024832,negative,0.05987543738114247,0.0626855439789416,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00489,490,12.994641195853822,positive,-13.671291130853774,negative,0.06980491382860941,0.0723425694553522,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00490,491,16.243190136946268,positive,-16.919840071946055,negative,0.05690638785259345,0.059199372758358,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00491,492,16.525770535997356,positive,-17.202420470997367,negative,0.05600609804212176,0.0574003500361583,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00492,493,16.24226804575415,positive,-16.91891798075403,negative,0.05690937296055988,0.0575172282560766,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00493,494,14.05125205102998,positive,-14.727901986029906,negative,0.06501231457568117,0.067330432211459,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00494,495,16.326311271795266,positive,-17.002961206795135,negative,0.05663857774937502,0.0589771353560745,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00495,496,14.768706813050487,positive,-15.445356748050472,negative,0.06211632977919188,0.0641413382477075,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00496,497,17.513376500036497,positive,-18.190026435037,negative,0.05307158566077329,0.0538341563467544,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00497,498,15.363758684593112,positive,-16.04040861959311,negative,0.05990309957841611,0.0623343985337305,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00498,499,14.768229332775425,positive,-15.444879267775375,negative,0.06211817135455075,0.0635363577559428,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00499,500,16.244619139361394,positive,-16.921269074361135,negative,0.05690176232717926,0.0582246638945879,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00500,501,16.339546294117334,positive,-17.016196229117213,negative,0.05659616786664027,0.0589798781115919,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00501,502,14.05515557541925,positive,-14.731805510419235,negative,0.06499582806784604,0.0679790673252031,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00502,503,17.50304946128987,positive,-18.17969939628984,negative,0.05310067947183109,0.0539363070407058,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00503,504,17.51231095186741,positive,-18.18896088686688,negative,0.05307458609770191,0.0549182451089935,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00504,505,16.24355299826949,positive,-16.920202933269593,negative,0.05690521323874709,0.0592946600278837,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00505,506,17.511386987341627,positive,-18.18803692234178,negative,0.053077188129153116,0.0542490598802129,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00506,507,16.337288333100634,positive,-17.013938268100446,negative,0.056603398712504874,0.0580375180528237,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00507,508,11.78349186482108,positive,-12.460141799821088,negative,0.07624721511227432,0.079146666755995,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00508,509,-8.965630290394472,negative,-316.3358721645318,negative,0.04310530265442926,0.0527000394631234,True,False,False,False,False,primitive_full_verified
hexc_00509,510,17.51269421375678,positive,-18.1893441487573,negative,0.05307350684594024,0.0539602066688582,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00510,511,16.24381912105483,positive,-16.920469056055026,negative,0.05690435180682051,0.0591672091169923,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00511,512,14.051241588684398,positive,-14.727891523684434,negative,0.0650123587745575,0.0667862835392073,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00512,513,31.64894233292109,positive,-34.00224220292148,negative,0.06540739724407679,0.0672557489636599,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00513,514,16.339670751862588,positive,-17.0163206868624,negative,0.056595769359529986,0.0576781537726849,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00514,515,15.70526951702647,positive,-16.381919452026523,negative,0.05870266428832384,0.0612996030095636,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00515,516,17.50284213793185,positive,-18.17949207293168,negative,0.05310126387929855,0.0539925958935485,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00516,517,16.243651902204352,positive,-16.920301837204534,negative,0.0569048930864643,0.0592365302710272,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00517,518,18.00372820208916,positive,-18.680378137089065,negative,0.051725898402301705,0.0522904782391367,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00518,519,18.006528357887458,positive,-18.683178292887533,negative,0.051718409722248206,0.0530909043365744,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00519,520,35.01001606420933,positive,-37.36331593420982,negative,0.05972396578991248,0.0607122453167207,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00520,521,14.054741523355116,positive,-14.73139145835512,negative,0.06499757641759275,0.0671528393559398,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00521,522,16.339335193459245,positive,-17.01598512845885,negative,0.056596843812596,0.0584378328293779,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00522,523,18.00375059660964,positive,-18.68040053160894,negative,0.05172583850224712,0.0538687959944211,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00523,524,18.00659662113298,positive,-18.68324655613287,negative,0.051718227187470454,0.0534388495763542,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00524,525,16.52571160770668,positive,-17.202361542706512,negative,0.05600628281679198,0.0578255929598368,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00525,526,34.0074263842422,positive,-37.21701511424271,negative,0.05152696555343178,0.0531778236195784,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00526,527,17.546045110777136,positive,-18.22269504577708,negative,0.05297975965300643,0.0543127915521944,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00527,528,15.363943576211096,positive,-16.040593511211227,negative,0.05990243639373076,0.0623841782535297,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00528,529,16.242228274600745,positive,-16.918878209600734,negative,0.056909501719713054,0.0589936799309258,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00529,530,16.229040151020538,positive,-16.905690086020513,negative,0.05695223042610812,0.0585621346261097,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00530,531,16.230134761729122,positive,-16.90678469672912,negative,0.05694868151430688,0.0588415207934629,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00531,532,19.220221531709992,positive,-19.89687146670985,negative,0.04866457956272202,0.0495970487553804,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00532,533,13.232124618225994,positive,-13.908774553225951,negative,0.06866720842189365,0.0719952590113774,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00533,534,17.51335500732484,positive,-18.190004942324776,negative,0.05307164617793715,0.0537419808709699,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00534,535,18.04934495916482,positive,-18.725994894165524,negative,0.0516041712586878,0.0531373503880506,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00535,536,16.52511189809914,positive,-17.20176183309877,negative,0.056008163326624706,0.0582862399690892,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00536,537,34.026627559532216,positive,-36.37992742953247,negative,0.061281989259511144,0.062945964652692,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00537,538,15.9089110018039,positive,-16.58556093680363,negative,0.058009468683448494,0.0592227219681117,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00538,539,16.230125487054703,positive,-16.90677542205458,negative,0.056948711582501796,0.0586840450587244,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00539,540,16.49670200997844,positive,-17.17335194497855,negative,0.05609739310143946,0.0578586689500238,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00540,541,17.511888967680907,positive,-18.188538902681103,negative,0.05307577444082554,0.0553866981611319,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00541,542,17.513336248677327,positive,-18.18998618367732,negative,0.05307169899689365,0.0539226810221447,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00542,543,13.229843563120635,positive,-13.906493498120652,negative,0.06867795988902575,0.0719137564642965,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00543,544,16.495328555808953,positive,-17.17197849080867,negative,0.05610171404882345,0.0572991505271071,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00544,545,14.050845101370722,positive,-14.727495036370785,negative,0.0650140338058985,0.067250622654454,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00545,546,17.51332744347653,positive,-18.18997737847621,negative,0.053071723789842006,0.0546180793996679,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00546,547,18.04890762917491,positive,-18.72555756417478,negative,0.0516053355433057,0.0533980768267338,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00547,548,18.04890548435393,positive,-18.72555541935435,negative,0.05160534125350029,0.0533775287472083,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00548,549,18.012030846706068,positive,-18.68868078170636,negative,0.051703700290687826,0.0527301641514067,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00549,550,14.768512784395195,positive,-15.445162719395055,negative,0.06211707810770557,0.0635646765148008,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00550,551,18.0023038475198,positive,-18.678953782519784,negative,0.05172970849930618,0.0530024887145839,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00551,552,16.526017028086365,positive,-17.202666963086358,negative,0.056005325158408746,0.0570161561593372,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00552,553,16.243655601177505,positive,-16.920305536177693,negative,0.05690488111294889,0.0587588750929464,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00553,554,18.012021081517933,positive,-18.68867101651722,negative,0.05170372638789362,0.05321805432487,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00554,555,17.502606763234606,positive,-18.17925669823489,negative,0.05310192737406335,0.0546192148320618,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00555,556,15.685792924117932,positive,-16.36244285911789,negative,0.05876983126632532,0.0598426521833724,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00556,557,14.00644341046985,positive,-14.683093345469842,negative,0.06520216404108138,0.0675498915325295,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00557,558,16.33930741684292,positive,-17.0159573518431,negative,0.05659693275474198,0.0574866140386708,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00558,559,35.01039767912757,positive,-37.36369754912721,negative,0.0597233786571672,0.0619950192191761,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00559,560,15.334937870516908,positive,-16.01158780551691,negative,0.060006656261284486,0.0622752181913237,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00560,561,16.32447562572338,positive,-17.00112556072372,negative,0.056644464852667824,0.0587642933105582,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00561,562,16.243666243760785,positive,-16.92031617876046,negative,0.0569048466631077,0.0580547828799747,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00562,563,18.003731272155274,positive,-18.680381207155733,negative,0.051725890190593274,0.0531911372632449,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00563,564,16.339514454972466,positive,-17.0161643899728,negative,0.056596269814798844,0.0572929033583325,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00564,565,17.50270747906425,positive,-18.179357414063816,negative,0.05310164346545136,0.0548290277819213,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00565,566,18.00518682807336,positive,-18.68183676307308,negative,0.05172199721195271,0.0529344425052005,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00566,567,18.04926171765816,positive,-18.725911652657487,negative,0.05160439286488152,0.0533769146537428,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00567,568,15.90877821553649,positive,-16.5854281505367,negative,0.05800991535591308,0.0601826318256086,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00568,569,15.365101265173926,positive,-16.04175120017385,negative,0.059898284232000595,0.0618257782739292,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00569,570,14.055913743778772,positive,-14.732563678778774,negative,0.06499262691831409,0.0670021121055387,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00570,571,16.338226183292385,positive,-17.01487611829225,negative,0.05660039513695198,0.0575605054459224,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00571,572,17.513324180245785,positive,-18.189974115245604,negative,0.05307173297818102,0.0553866321277111,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00572,573,18.04887600060225,positive,-18.72552593560249,negative,0.051605419748717275,0.0527563650979463,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00573,574,16.495367455958934,positive,-17.1720173909589,negative,0.0561015916580808,0.0571320591561566,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00574,575,17.511886667352663,positive,-18.188536602352546,negative,0.0530757809188891,0.0540619683285294,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00575,576,16.2507541019566,positive,-16.927404036956887,negative,0.05688191265812596,0.0595944719958201,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00576,577,18.002324787078347,positive,-18.67897472207824,negative,0.05172965248267953,0.053307626629905,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00577,578,16.230129828402376,positive,-16.906779763402483,negative,0.0569486975079895,0.0588782474204922,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00578,579,16.325666345109337,positive,-17.002316280109426,negative,0.05664064595533204,0.0580210470558037,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00579,580,17.50532404342507,positive,-18.18197397842505,negative,0.05309426867593503,0.0551944556078763,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00580,581,12.3349926468749,positive,-13.011642581874868,negative,0.07317227602752345,0.0758472344787391,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00581,582,16.243546573069203,positive,-16.92019650806924,negative,0.05690523403726073,0.058953267494846,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00582,583,17.50532843547052,positive,-18.18197837047046,negative,0.05309425629867157,0.0551126535106919,False,True,True,False,False,sign_inconsistent_positive_harmless
