statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,raw_or_oriented,upper_or_lower,v5_compatible,needs_repair
S0077,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,686,finite-zone sign handling,4. finite certificates.,raw_or_unspecified,both_or_unspecified,True,False
S0078,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,767,definition of crossing sign,global_crossing_sign,raw_or_unspecified,both_or_unspecified,True,False
S0079,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,20,definition of E_theta,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0080,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,20,negative first crossing sign rule,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0081,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,56,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0082,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,56,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0083,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,64,definition of E_theta,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0084,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,64,negative first crossing sign rule,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0085,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,120,definition of E_theta,"E_\theta(J)=\mathcal H(x_c)-\mathcal H(y),",raw_or_unspecified,both_or_unspecified,True,False
S0086,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,196,definition of E_theta,|E_\theta(J)|,raw_or_unspecified,both_or_unspecified,True,False
S0087,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,204,definition of E_theta,|E_\theta(J)|,raw_or_unspecified,both_or_unspecified,True,False
S0088,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,246,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0089,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,246,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0090,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,262,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0091,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,262,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0092,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,280,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0093,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,280,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0094,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,296,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0095,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,296,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0096,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,372,definition of E_theta,|E_\theta(J)|,raw_or_unspecified,both_or_unspecified,True,False
S0097,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,380,definition of E_theta,|E_\theta(J)|,raw_or_unspecified,both_or_unspecified,True,False
S0098,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,394,definition of E_theta,|E_\theta(J)|\le\frac34\sqrt h\log^2p^*.,raw_or_unspecified,both_or_unspecified,True,False
S0099,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,432,B3 lower-crossing accumulation statement,3. **TR-C3 — No delayed accumulation**,raw_or_unspecified,both_or_unspecified,True,False
S0100,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,433,B3 lower-crossing accumulation statement,Import B3 NoAccumulation to prevent a sum of neutral rows from becoming dangerous later.,raw_or_unspecified,both_or_unspecified,True,False
S0101,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,439,B3 lower-crossing accumulation statement,"The audits already show no positive near-forbidden rows, no threshold routing failures, and no B3 accumulation.",oriented,upper,True,False
S0102,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,499,B3 lower-crossing accumulation statement,6. **B3 NoAccumulation**,raw_or_unspecified,both_or_unspecified,True,False
S0103,Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md,500,B3 lower-crossing accumulation statement,Prevents tail accumulation of local residuals.,raw_or_unspecified,both_or_unspecified,True,False
S0104,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,62,definition of E_theta,E_\theta(J)=\theta(x_c)-\theta(y)-(x_c-y),raw_or_unspecified,both_or_unspecified,True,False
S0105,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,104,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0106,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,104,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0107,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,114,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0108,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,114,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0109,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,148,B3 lower-crossing accumulation statement,\text{no surviving unrepaid B3 tail obstruction.},raw_or_unspecified,both_or_unspecified,True,False
S0110,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,152,B3 lower-crossing accumulation statement,"The repayment stack imports H-Exc bridge rigidity, O2 local repayment, endpoint repayment compatibility, and B3 no-accumulation.",raw_or_unspecified,both_or_unspecified,True,False
S0111,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,174,B3 lower-crossing accumulation statement,11. B3 no-accumulation.,raw_or_unspecified,both_or_unspecified,True,False
S0112,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,238,definition of E_theta,E_\theta(J),raw_or_unspecified,both_or_unspecified,True,False
S0113,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,308,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0114,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,308,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0115,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,316,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0116,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,316,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0117,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,357,B3 lower-crossing accumulation statement,"H-Exc controls internal bridge excursions, O2 controls the local repayment budget, endpoint repayment handles boundary leakage, and B3 prevents tail accumulation.",raw_or_unspecified,both_or_unspecified,True,False
S0118,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,398,definition of E_theta,&\Rightarrow E_\theta(J)=\mathcal H(x_c)-\mathcal H(y) \\,raw_or_unspecified,both_or_unspecified,True,False
S0119,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,400,definition of E_theta,&\Rightarrow E_\theta(J)<0 \\,raw_or_unspecified,both_or_unspecified,True,False
S0120,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,400,negative first crossing sign rule,&\Rightarrow E_\theta(J)<0 \\,raw_or_unspecified,both_or_unspecified,True,False
S0121,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,403,B3 lower-crossing accumulation statement,&\Rightarrow \text{no B3 accumulation} \\,raw_or_unspecified,both_or_unspecified,True,False
S0122,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,417,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0123,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,417,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0124,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,435,definition of E_theta,"E_\theta(J)>0 &\Rightarrow Q_{\rm R2Q}(J)\le1/4,\\",raw_or_unspecified,both_or_unspecified,True,False
S0125,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,435,positive first crossing sign rule,"E_\theta(J)>0 &\Rightarrow Q_{\rm R2Q}(J)\le1/4,\\",raw_or_unspecified,both_or_unspecified,True,False
S0126,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,436,definition of E_theta,"Q_{\rm R2Q}(J)>3/4 &\Rightarrow E_\theta(J)<0,\\",raw_or_unspecified,both_or_unspecified,True,False
S0127,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,436,negative first crossing sign rule,"Q_{\rm R2Q}(J)>3/4 &\Rightarrow E_\theta(J)<0,\\",raw_or_unspecified,both_or_unspecified,True,False
S0128,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,495,B3 lower-crossing accumulation statement,\text{no surviving unrepaid tail accumulation.},raw_or_unspecified,both_or_unspecified,True,False
S0129,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,520,B3 lower-crossing accumulation statement,13. B3 no-accumulation.,raw_or_unspecified,both_or_unspecified,True,False
S0130,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,58,B3 lower-crossing accumulation statement,4. **RepaymentStack**: every negative-channel dangerous block is locally repaid and cannot create unrepaid B3 tail accumulation;,raw_or_unspecified,lower,True,False
S0131,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,92,definition of E_theta,"E_\theta(J)=\mathcal H(x_c)-\mathcal H(y),",raw_or_unspecified,both_or_unspecified,True,False
S0132,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,119,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0133,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,119,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0134,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,131,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0135,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,131,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0136,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,166,definition of E_theta,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0137,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,166,negative first crossing sign rule,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0138,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,183,B3 lower-crossing accumulation statement,\text{no surviving unrepaid B3 tail obstruction.},raw_or_unspecified,both_or_unspecified,True,False
S0139,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,196,B3 lower-crossing accumulation statement,\mathsf{B3NoAccumulation},raw_or_unspecified,both_or_unspecified,True,False
S0140,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,222,definition of E_theta,E_\theta(J)=\mathcal H(x_c)-\mathcal H(y),raw_or_unspecified,both_or_unspecified,True,False
S0141,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,236,definition of E_theta,E_\theta(J)>0.,raw_or_unspecified,both_or_unspecified,True,False
S0142,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,236,positive first crossing sign rule,E_\theta(J)>0.,raw_or_unspecified,both_or_unspecified,True,False
S0143,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,272,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0144,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,272,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0145,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,300,definition of E_theta,"E_\theta(J)=0,",raw_or_unspecified,both_or_unspecified,True,False
S0146,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,344,definition of E_theta,E_\theta(J)=\mathcal H(x_c)-\mathcal H(y),raw_or_unspecified,both_or_unspecified,True,False
S0147,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,360,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0148,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,360,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0149,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,370,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0150,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,370,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0151,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,389,B3 lower-crossing accumulation statement,### FFCL-8 — no tail accumulation,raw_or_unspecified,both_or_unspecified,True,False
S0152,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,394,B3 lower-crossing accumulation statement,\text{no surviving unrepaid B3 tail obstruction.},raw_or_unspecified,both_or_unspecified,True,False
