block_id,p_star_proj,depth_bin,y,h,D_y,D_y_plus_h,observed_delta,denom_sqrt_h_logB,Q_max,is_tail,mu_bin,scale_bin,hi,p_star_fcl,theta_local_sign,near_forbidden_R2Q,forbidden_R2Q,finite_certificate_flag,covered_flag,B3_block_pass,positive_harmless_flag,negative_transfer_flag,O2_B3_repaid_flag,Q_R2Q,E_theta_local,x,post_P0,source_coordinate,side,p_star,right_endpoint,E_theta,E_theta_sign,post_P0_flag,finite_zone_flag,near_forbidden_flag,forbidden_flag,D_start,D_end,DeltaD,DeltaD_sign,Q_delta_D,bridge_excursion_raw,bridge_excursion_signed,bridge_excursion_argmax,bridge_path_n_samples,Q_exc,candidate_id,right_endpoint_hexc,C_minus_flag,O2_applicable_flag,B3_applicable_flag,coordinate_available_flag,endpoint_exclusion_flag,endpoint_exclusion_Q,endpoint_exclusion_harmful_flag,Q_formula_sum,formula_residual,abs_formula_residual,formula_residual_frac,primitive_available_flag,instrumentation_gap_flag,threshold_relevant_flag,pos_harm_antecedent,pos_harm_consequent,pos_harm_prim_violation,pos_harm_instrumentation_gap,neg_transfer_antecedent,neg_transfer_consequent,neg_transfer_prim_violation,sign_consistent,sign_inconsistent_flag,sign_inconsistent_positive_harmless,sign_inconsistent_threshold_relevant,sign_inconsistent_forbidden,formula_residual_cap_violation,threshold_relevant_missing_primitives,positive_missing_primitive_rows_flag,row_status
451,1199767,0.50-0.55,1199766,1,-545.3111033341186,-558.9853911983573,-13.67428786423875,195.933867598064,0.073442667720498,False,>=1.00,p<100M,1199767,1199767,positive,False,False,True,True,True,True,False,False,0.073442667720498,12.997637929238774,1199767,False,theta_local,positive,1199767,1199767,12.997637929238774,positive,False,True,False,False,-545.3111033341186,-558.9853911983573,-13.67428786423875,negative,0.0697903227852879,0.0,0.0,1199766,2,0.0,hexc_00450,1199767,False,True,True,True,False,0.0,False,0.0697903227852879,0.0036523449352100917,0.0036523449352100917,0.049730559204492444,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
452,179433593,0.50-0.55,179433592,1,-6794.04027153887,-6812.722237215881,-18.68196567701125,361.2020264535106,0.053478344253127,False,>=1.00,100M<=p<500M,179433593,179433593,positive,False,False,True,True,True,True,False,False,0.053478344253127,18.00531574201046,179433593,False,theta_local,positive,179433593,179433593,18.00531574201046,positive,False,True,False,False,-6794.04027153887,-6812.722237215881,-18.68196567701125,negative,0.051721652451514576,0.0,0.0,179433592,2,0.0,hexc_00451,179433593,False,True,True,True,False,0.0,False,0.051721652451514576,0.001756691801612427,0.001756691801612427,0.032848657267651085,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
453,180641999,0.50-0.55,180641716,3,-6884.181543519452,-6921.55889572735,-37.37735220789818,626.0622320398534,0.0607003725406591,False,0.25-0.50,100M<=p<500M,180641719,180641999,positive,False,False,True,True,True,True,False,False,0.0607003725406591,35.02405233789855,180641719,False,theta_local,positive,180641999,180641719,35.02405233789855,positive,False,True,False,False,-6884.181543519452,-6921.55889572735,-37.37735220789818,negative,0.05970229522728795,6.2295587068520035,6.2295587068520035,180641718,4,0.009950382546723322,hexc_00452,180641719,False,True,True,True,False,0.0,False,0.06965267777401127,-0.008952305233352165,0.008952305233352165,0.14748353030874095,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
454,604143557,0.50-0.55,604142790,767,-12478.349942541212,-13028.242199131151,-549.8922565899411,11322.20141875332,0.0613546266448391,True,0.25-0.50,p>=500M,604143557,604143557,negative,False,False,False,True,True,False,True,True,0.0613546266448391,-59.3237404284406,604143557,True,theta_local,negative,604143557,604143557,-59.3237404284406,negative,True,False,False,False,-12478.349942541212,-13028.242199131151,-549.8922565899411,negative,0.04856760944732331,76.23714683878461,-76.23714683878461,604143036,37,0.006733420826846501,hexc_00453,604143557,True,True,True,True,True,0.0,False,0.05530103027416981,0.006053596370669288,0.006053596370669288,0.09866568670870547,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,primitive_full_verified
455,230891,0.50-0.55,230890,1,-239.8844935760031,-251.9108445276736,-12.026350951670423,152.51511520115022,0.0812431088851837,False,0.50-1.00,p<100M,230891,230891,positive,False,False,True,True,True,True,False,False,0.0812431088851837,11.349701016670412,230891,False,theta_local,positive,230891,230891,11.349701016670412,positive,False,True,False,False,-239.8844935760031,-251.9108445276736,-12.026350951670423,negative,0.07885350206639534,2.842170943040401e-14,-2.842170943040401e-14,230891,2,1.8635339450072854e-16,hexc_00454,230891,False,True,True,True,False,0.0,False,0.07885350206639552,0.0023896068187881786,0.0023896068187881786,0.029413040091379013,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
456,30775091,0.50-0.55,30775090,1,-2799.826547722473,-2816.745413844449,-16.918866121975952,297.2940190384169,0.0592299076839352,False,>=1.00,p<100M,30775091,30775091,positive,False,False,True,True,True,True,False,False,0.0592299076839352,16.24221618697599,30775091,False,theta_local,positive,30775091,30775091,16.24221618697599,positive,False,True,False,False,-2799.826547722473,-2816.745413844449,-16.918866121975952,negative,0.05690954085352678,0.0,0.0,30775090,2,0.0,hexc_00455,30775091,False,True,True,True,False,0.0,False,0.05690954085352678,0.00232036683040842,0.00232036683040842,0.03917559424185576,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
457,12783817,0.50-0.55,12783816,1,-1802.6185413378123,-1818.6588819049296,-16.040340567117255,267.7703711036427,0.0622910070873101,False,>=1.00,p<100M,12783817,12783817,positive,False,False,True,True,True,True,False,False,0.0622910070873101,15.363690632117276,12783817,False,theta_local,positive,12783817,12783817,15.363690632117276,positive,False,True,False,False,-1802.6185413378123,-1818.6588819049296,-16.040340567117255,negative,0.05990334367841135,0.0,0.0,12783816,2,0.0,hexc_00456,12783817,False,True,True,True,False,0.0,False,0.05990334367841135,0.0023876634088987464,0.0023876634088987464,0.03833078835203421,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
458,109709861,0.50-0.55,109709668,3,-5311.718465260303,-5348.098461272021,-36.3799960117185,593.6502320086511,0.063077134089216,False,0.50-1.00,100M<=p<500M,109709671,109709861,positive,False,False,True,True,True,True,False,False,0.063077134089216,34.026696141718304,109709671,False,theta_local,positive,109709861,109709671,34.026696141718304,positive,False,True,False,False,-5311.718465260303,-5348.098461272021,-36.3799960117185,negative,0.061281869441244224,6.063332677735161,6.063332677735161,109709670,4,0.01021364492222889,hexc_00457,109709671,False,True,True,True,False,0.0,False,0.07149551436347311,-0.008418380274257106,0.008418380274257106,0.13346167982759313,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
459,40861831,0.50-0.55,40861830,1,-3276.212349421397,-3293.414706314299,-17.202356892901662,307.1504043742329,0.0574831963320775,False,0.50-1.00,p<100M,40861831,40861831,positive,False,False,True,True,True,True,False,False,0.0574831963320775,16.52570695790138,40861831,False,theta_local,positive,40861831,40861831,16.52570695790138,positive,False,True,False,False,-3276.212349421397,-3293.414706314299,-17.202356892901662,negative,0.05600629739670557,4.547473508864641e-13,-4.547473508864641e-13,40861831,2,1.480536390023432e-15,hexc_00458,40861831,False,True,True,True,False,0.0,False,0.056006297396707046,0.001476898935370452,0.001476898935370452,0.025692707253759554,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
460,178299217,0.50-0.55,178299027,4,-6771.484810341117,-6808.692344356216,-37.207534015098645,721.9220026491189,0.0536908999369261,False,0.50-1.00,100M<=p<500M,178299031,178299217,positive,False,False,True,True,True,True,False,False,0.0536908999369261,33.99794528509872,178299031,False,theta_local,positive,178299217,178299031,33.99794528509872,positive,False,True,False,False,-6771.484810341117,-6808.692344356216,-37.207534015098645,negative,0.05153954842568069,9.445594643774712,9.445594643774712,178299028,5,0.013083954511863831,hexc_00459,178299031,False,True,True,True,False,0.0,False,0.06462350293754451,-0.010932603000618414,0.010932603000618414,0.20362115392853528,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
461,33487507,0.50-0.55,33487506,1,-3014.083017776424,-3031.0863507132926,-17.003332936868446,300.21394384722845,0.0575407317020136,False,0.50-1.00,p<100M,33487507,33487507,positive,False,False,True,True,True,True,False,False,0.0575407317020136,16.3266830018682,33487507,False,theta_local,positive,33487507,33487507,16.3266830018682,positive,False,True,False,False,-3014.083017776424,-3031.0863507132926,-17.003332936868446,negative,0.05663738572223357,0.0,0.0,33487506,2,0.0,hexc_00460,33487507,False,True,True,True,False,0.0,False,0.05663738572223357,0.0009033459797800278,0.0009033459797800278,0.015699243875767672,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
462,17594867,0.50-0.55,17594866,1,-2142.279684305285,-2158.639452010029,-16.359767704743717,278.326418519136,0.0600786871028681,False,0.50-1.00,p<100M,17594867,17594867,positive,False,False,True,True,True,True,False,False,0.0600786871028681,15.68311776974364,17594867,False,theta_local,positive,17594867,17594867,15.68311776974364,positive,False,True,False,False,-2142.279684305285,-2158.639452010029,-16.359767704743717,negative,0.058779068806286965,0.0,0.0,17594866,2,0.0,hexc_00461,17594867,False,True,True,True,False,0.0,False,0.058779068806286965,0.001299618296581137,0.001299618296581137,0.021631935703852863,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
463,604208581,0.50-0.55,604207847,503,-12444.672234795218,-12826.6870424652,-382.0148076699807,9168.996574857616,0.0555703834394379,True,0.50-1.00,p>=500M,604208350,604208581,negative,False,False,False,True,True,False,True,True,0.0555703834394379,-17.733697378940747,604208350,True,theta_local,negative,604208581,604208350,-17.733697378940747,negative,True,False,False,False,-12444.672234795218,-12826.6870424652,-382.0148076699807,negative,0.04166375290372632,55.319856099673416,55.319856099673416,604208009,34,0.00603335988273422,hexc_00462,604208350,True,True,True,True,True,0.0,False,0.04769711278646054,0.007873270652977354,0.007873270652977354,0.14168105680893595,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,primitive_full_verified
464,109593397,0.50-0.55,109593396,1,-5372.499739411654,-5390.688677030968,-18.18893761931304,342.7047953067646,0.054101887905503,False,0.50-1.00,100M<=p<500M,109593397,109593397,positive,False,False,True,True,True,True,False,False,0.054101887905503,17.51228768431294,109593397,False,theta_local,positive,109593397,109593397,17.51228768431294,positive,False,True,False,False,-5372.499739411654,-5390.688677030968,-18.18893761931304,negative,0.05307465161971724,9.094947017729282e-13,-9.094947017729282e-13,109593397,2,2.6538721203443164e-15,hexc_00463,109593397,False,True,True,True,False,0.0,False,0.053074651619719894,0.0010272362857831063,0.0010272362857831063,0.01898706913106854,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
465,40864853,0.50-0.55,40864852,1,-3281.0373735889752,-3298.2398044356905,-17.202430846715288,307.1529965654539,0.0570730258776849,False,0.50-1.00,p<100M,40864853,40864853,positive,False,False,True,True,True,True,False,False,0.0570730258776849,16.52578091171557,40864853,False,theta_local,positive,40864853,40864853,16.52578091171557,positive,False,True,False,False,-3281.0373735889752,-3298.2398044356905,-17.202430846715288,negative,0.05600606550829945,0.0,0.0,40864852,2,0.0,hexc_00464,40864853,False,True,True,True,False,0.0,False,0.05600606550829945,0.0010669603693854515,0.0010669603693854515,0.01869465221052218,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
466,33862469,0.50-0.55,33862468,1,-2976.048872271688,-2993.063340056596,-17.014467784907993,300.5999277965921,0.0578902569502811,False,0.50-1.00,p<100M,33862469,33862469,positive,False,False,True,True,True,True,False,False,0.0578902569502811,16.337817849908106,33862469,False,theta_local,positive,33862469,33862469,16.337817849908106,positive,False,True,False,False,-2976.048872271688,-2993.063340056596,-17.014467784907993,negative,0.05660170283347914,0.0,0.0,33862468,2,0.0,hexc_00465,33862469,False,True,True,True,False,0.0,False,0.05660170283347914,0.0012885541168019612,0.0012885541168019612,0.022258566202403157,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
467,30400417,0.50-0.55,30400416,1,-2803.0204358244755,-2819.927052642863,-16.906616818387647,296.87175880263464,0.0588312415358487,False,>=1.00,p<100M,30400417,30400417,positive,False,False,True,True,True,True,False,False,0.0588312415358487,16.229966883387636,30400417,False,theta_local,positive,30400417,30400417,16.229966883387636,positive,False,True,False,False,-2803.0204358244755,-2819.927052642863,-16.906616818387647,negative,0.05694922577538759,0.0,0.0,30400416,2,0.0,hexc_00466,30400417,False,True,True,True,False,0.0,False,0.05694922577538759,0.0018820157604611115,0.0018820157604611115,0.03199007383371825,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
468,31039963,0.50-0.55,31039962,1,-2837.366708778888,-2854.294144775156,-16.927435996268287,297.5896197316477,0.0583303218485938,False,0.50-1.00,p<100M,31039963,31039963,positive,False,False,True,True,True,True,False,False,0.0583303218485938,16.250786061268272,31039963,False,theta_local,positive,31039963,31039963,16.250786061268272,positive,False,True,False,False,-2837.366708778888,-2854.294144775156,-16.927435996268287,negative,0.05688180929003051,4.547473508864641e-13,4.547473508864641e-13,31039963,2,1.5281021942113903e-15,hexc_00467,31039963,False,True,True,True,False,0.0,False,0.05688180929003204,0.0014485125585617584,0.0014485125585617584,0.024832925872098174,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
469,30802151,0.50-0.55,30802150,1,-2798.115872368005,-2815.0356173861724,-16.919745018167305,297.3243280471588,0.0592880023223457,False,>=1.00,p<100M,30802151,30802151,positive,False,False,True,True,True,True,False,False,0.0592880023223457,16.243095083167603,30802151,False,theta_local,positive,30802151,30802151,16.243095083167603,positive,False,True,False,False,-2798.115872368005,-2815.0356173861724,-16.919745018167305,negative,0.056906695558002415,0.0,0.0,30802150,2,0.0,hexc_00468,30802151,False,True,True,True,False,0.0,False,0.056906695558002415,0.002381306764343283,0.002381306764343283,0.04016507001528311,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
470,33904141,0.50-0.55,33904140,1,-2984.084176859885,-3001.0998745131683,-17.01569765328304,300.64257577689114,0.0581891914296216,False,0.50-1.00,p<100M,33904141,33904141,positive,False,False,True,True,True,True,False,False,0.0581891914296216,16.33904771828289,33904141,False,theta_local,positive,33904141,33904141,16.33904771828289,positive,False,True,False,False,-2984.084176859885,-3001.0998745131683,-17.01569765328304,negative,0.05659776433631444,4.547473508864641e-13,-4.547473508864641e-13,33904141,2,1.512584668726146e-15,hexc_00469,33904141,False,True,True,True,False,0.0,False,0.056597764336315956,0.0015914270933056474,0.0015914270933056474,0.027349187266684043,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
471,187509061,0.50-0.55,187509060,1,-7123.650369756532,-7142.3763574190725,-18.72598766254032,362.8772678578957,0.0522625737058333,False,0.25-0.50,100M<=p<500M,187509061,187509061,positive,False,False,True,True,True,True,False,False,0.0522625737058333,18.049337727540443,187509061,False,theta_local,positive,187509061,187509061,18.049337727540443,positive,False,True,False,False,-7123.650369756532,-7142.3763574190725,-18.72598766254032,negative,0.05160419051069768,0.0,0.0,187509060,2,0.0,hexc_00470,187509061,False,True,True,True,False,0.0,False,0.05160419051069768,0.0006583831951356214,0.0006583831951356214,0.012597603762138025,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
472,33388783,0.50-0.55,33388782,1,-2914.21633003156,-2931.216710529777,-17.00038049821751,300.1116406269477,0.0589474946578349,False,>=1.00,p<100M,33388783,33388783,positive,False,False,True,True,True,True,False,False,0.0589474946578349,16.323730563217257,33388783,False,theta_local,positive,33388783,33388783,16.323730563217257,positive,False,True,False,False,-2914.21633003156,-2931.216710529777,-17.00038049821751,negative,0.05664685469281663,4.547473508864641e-13,4.547473508864641e-13,33388783,2,1.5152606208025618e-15,hexc_00471,33388783,False,True,True,True,False,0.0,False,0.05664685469281814,0.002300639965016761,0.002300639965016761,0.03902863011177992,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
473,109490539,0.50-0.55,109490538,1,-5333.478180803666,-5351.666179440327,-18.187998636661177,342.67003075450464,0.0545556595614845,False,0.50-1.00,100M<=p<500M,109490539,109490539,positive,False,False,True,True,True,True,False,False,0.0545556595614845,17.511348701661493,109490539,False,theta_local,positive,109490539,109490539,17.511348701661493,positive,False,True,False,False,-5333.478180803666,-5351.666179440327,-18.187998636661177,negative,0.05307729595323557,0.0,0.0,109490538,2,0.0,hexc_00472,109490539,False,True,True,True,False,0.0,False,0.05307729595323557,0.0014783636082489268,0.0014783636082489268,0.02709826295075406,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
474,39691573,0.50-0.55,39691572,1,-3177.053760797741,-3194.227060188864,-17.173299391123237,306.1327421904517,0.0584362579013333,False,>=1.00,p<100M,39691573,39691573,positive,False,False,True,True,True,True,False,False,0.0584362579013333,16.49664945612307,39691573,False,theta_local,positive,39691573,39691573,16.49664945612307,positive,False,True,False,False,-3177.053760797741,-3194.227060188864,-17.173299391123237,negative,0.05609755842594374,0.0,0.0,39691572,2,0.0,hexc_00473,39691573,False,True,True,True,False,0.0,False,0.05609755842594374,0.0023386994753895607,0.0023386994753895607,0.040021376443001154,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
475,17585857,0.50-0.55,17585856,1,-2134.3646989941426,-2150.7239544865624,-16.359255492419834,278.3093281844544,0.0607320488763139,False,>=1.00,p<100M,17585857,17585857,positive,False,False,True,True,True,True,False,False,0.0607320488763139,15.682605557419812,17585857,False,theta_local,positive,17585857,17585857,15.682605557419812,positive,False,True,False,False,-2134.3646989941426,-2150.7239544865624,-16.359255492419834,negative,0.05878083785095931,0.0,0.0,17585856,2,0.0,hexc_00474,17585857,False,True,True,True,False,0.0,False,0.05878083785095931,0.0019512110253545878,0.0019512110253545878,0.03212819362192767,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
476,59141,0.50-0.55,59140,1,-119.51794446293276,-130.18227410022567,-10.664329637292925,120.72910524018012,0.091902998374857,False,0.50-1.00,p<100M,59141,59141,positive,False,False,True,True,True,True,False,False,0.091902998374857,9.987679702292931,59141,False,theta_local,positive,59141,59141,9.987679702292931,positive,False,True,False,False,-119.51794446293276,-130.18227410022567,-10.664329637292925,negative,0.08833271493296635,2.842170943040401e-14,2.842170943040401e-14,59141,2,2.354172125591544e-16,hexc_00475,59141,False,True,True,True,False,0.0,False,0.08833271493296659,0.0035702834418904206,0.0035702834418904206,0.03884838911705394,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
477,17998327,0.50-0.55,17998326,1,-2165.176859645704,-2181.5592989478,-16.382439302096373,279.0833983777909,0.060032945144278,False,0.50-1.00,p<100M,17998327,17998327,positive,False,False,True,True,True,True,False,False,0.060032945144278,15.705789367096394,17998327,False,theta_local,positive,17998327,17998327,15.705789367096394,positive,False,True,False,False,-2165.176859645704,-2181.5592989478,-16.382439302096373,negative,0.058700873636058123,4.547473508864641e-13,4.547473508864641e-13,17998327,2,1.6294317524071412e-15,hexc_00476,17998327,False,True,True,True,False,0.0,False,0.058700873636059754,0.0013320715082182424,0.0013320715082182424,0.02218900813573042,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
478,12895963,0.50-0.55,12895962,1,-1809.5626148360448,-1825.611689645663,-16.04907480961765,268.05629627500144,0.0621454033244644,False,>=1.00,p<100M,12895963,12895963,positive,False,False,True,True,True,True,False,False,0.0621454033244644,15.372424874617732,12895963,False,theta_local,positive,12895963,12895963,15.372424874617732,positive,False,True,False,False,-1809.5626148360448,-1825.611689645663,-16.04907480961765,negative,0.05987203073623294,6.821210263296962e-13,-6.821210263296962e-13,12895963,2,2.5446931700865623e-15,hexc_00477,12895963,False,True,True,True,False,0.0,False,0.05987203073623549,0.0022733725882289127,0.0022733725882289127,0.03658150831139538,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
479,30795049,0.50-0.55,30795048,1,-2810.527600831861,-2827.447115255131,-16.919514423269447,297.3163757608224,0.0587764106373514,False,>=1.00,p<100M,30795049,30795049,positive,False,False,True,True,True,True,False,False,0.0587764106373514,16.24286448826941,30795049,False,theta_local,positive,30795049,30795049,16.24286448826941,positive,False,True,False,False,-2810.527600831861,-2827.447115255131,-16.919514423269447,negative,0.056907442047122336,4.547473508864641e-13,-4.547473508864641e-13,30795049,2,1.5295065726628117e-15,hexc_00478,30795049,False,True,True,True,False,0.0,False,0.05690744204712386,0.001868968590227539,0.001868968590227539,0.03179793679064576,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
480,12422209,0.50-0.55,12422208,1,-1772.8479891129512,-1788.859635524899,-16.011646411947822,266.8321099018961,0.0626318690183186,False,>=1.00,p<100M,12422209,12422209,positive,False,False,True,True,True,True,False,False,0.0626318690183186,15.334996476947772,12422209,False,theta_local,positive,12422209,12422209,15.334996476947772,positive,False,True,False,False,-1772.8479891129512,-1788.859635524899,-16.011646411947822,negative,0.06000644531812415,0.0,0.0,12422208,2,0.0,hexc_00479,12422209,False,True,True,True,False,0.0,False,0.06000644531812415,0.0026254237001944528,0.0026254237001944528,0.04191833552702327,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
481,33877339,0.50-0.55,33877338,1,-3004.3350675577176,-3021.3499743754683,-17.01490681775067,300.6151517322596,0.0574697978033588,False,0.50-1.00,p<100M,33877339,33877339,positive,False,False,True,True,True,True,False,False,0.0574697978033588,16.33825688275092,33877339,False,theta_local,positive,33877339,33877339,16.33825688275092,positive,False,True,False,False,-3004.3350675577176,-3021.3499743754683,-17.01490681775067,negative,0.056600296823710525,0.0,0.0,33877338,2,0.0,hexc_00480,33877339,False,True,True,True,False,0.0,False,0.056600296823710525,0.0008695009796482744,0.0008695009796482744,0.015129703128996511,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
482,178037333,0.50-0.55,178037332,1,-6882.11369957927,-6900.78785333649,-18.67415375721976,360.9051514752599,0.0526050690035047,False,0.50-1.00,100M<=p<500M,178037333,178037333,positive,False,False,True,True,True,True,False,False,0.0526050690035047,17.997503822219905,178037333,False,theta_local,positive,178037333,178037333,17.997503822219905,positive,False,True,False,False,-6882.11369957927,-6900.78785333649,-18.67415375721976,negative,0.05174255252629686,0.0,0.0,178037332,2,0.0,hexc_00481,178037333,False,True,True,True,False,0.0,False,0.05174255252629686,0.0008625164772078434,0.0008625164772078434,0.016396071586758685,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
483,33453599,0.50-0.55,33453598,1,-2942.5042590732846,-2959.5065789404584,-17.00231986717381,300.1788385986304,0.0582047066805612,False,0.50-1.00,p<100M,33453599,33453599,positive,False,False,True,True,True,True,False,False,0.0582047066805612,16.325669932173774,33453599,False,theta_local,positive,33453599,33453599,16.325669932173774,positive,False,True,False,False,-2942.5042590732846,-2959.5065789404584,-17.00231986717381,negative,0.05664063445160982,0.0,0.0,33453598,2,0.0,hexc_00482,33453599,False,True,True,True,False,0.0,False,0.05664063445160982,0.0015640722289513784,0.0015640722289513784,0.026871920127272735,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
484,33486469,0.50-0.55,33486468,1,-2915.711783508861,-2932.715085448615,-17.003301939753783,300.2128696938367,0.0590543775726441,False,>=1.00,p<100M,33486469,33486469,positive,False,False,True,True,True,True,False,False,0.0590543775726441,16.326652004753736,33486469,False,theta_local,positive,33486469,33486469,16.326652004753736,positive,False,True,False,False,-2915.711783508861,-2932.715085448615,-17.003301939753783,negative,0.056637485118789556,0.0,0.0,33486468,2,0.0,hexc_00483,33486469,False,True,True,True,False,0.0,False,0.056637485118789556,0.002416892453854541,0.002416892453854541,0.04092655876156629,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
485,30788267,0.50-0.55,30788266,1,-2797.3795046509103,-2814.298798819719,-16.919294168808847,297.30878017369616,0.0592444114270652,False,>=1.00,p<100M,30788267,30788267,positive,False,False,True,True,True,True,False,False,0.0592444114270652,16.242644233808694,30788267,False,theta_local,positive,30788267,30788267,16.242644233808694,positive,False,True,False,False,-2797.3795046509103,-2814.298798819719,-16.919294168808847,negative,0.05690815508012955,0.0,0.0,30788266,2,0.0,hexc_00484,30788267,False,True,True,True,False,0.0,False,0.05690815508012955,0.0023362563469356487,0.0023362563469356487,0.03943420637762221,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
486,179621809,0.50-0.55,179621500,3,-6847.858749465028,-6885.224774191568,-37.36602472653976,625.6892860397697,0.0607185564329466,False,0.25-0.50,100M<=p<500M,179621503,179621809,positive,False,False,True,True,True,True,False,False,0.0607185564329466,35.01272485653976,179621503,False,theta_local,positive,179621809,179621503,35.01272485653976,positive,False,True,False,False,-6847.858749465028,-6885.224774191568,-37.36602472653976,negative,0.059719777148564954,6.227670793323341,6.227670793323341,179621502,4,0.009953296200324422,hexc_00485,179621503,False,True,True,True,False,0.0,False,0.06967307334888938,-0.008954516915942776,0.008954516915942776,0.14747578733745964,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
487,109567891,0.50-0.55,109567750,3,-5392.841310323733,-5429.218717504945,-36.37740718121222,593.5671910201213,0.062415968235633,False,0.25-0.50,100M<=p<500M,109567753,109567891,positive,False,False,True,True,True,True,False,False,0.062415968235633,34.02410731121271,109567753,False,theta_local,positive,109567891,109567753,34.02410731121271,positive,False,True,False,False,-5392.841310323733,-5429.218717504945,-36.37740718121222,negative,0.06128608139323365,6.062901205995331,6.062901205995331,109567752,4,0.010214346914248171,hexc_00486,109567753,False,True,True,True,False,0.0,False,0.07150042830748182,-0.009084460071848821,0.009084460071848821,0.1455470503566192,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
488,108563857,0.50-0.55,108563856,1,-5270.31064698218,-5288.490146018778,-18.179499036598827,342.3554248765661,0.054996504598093,False,>=1.00,100M<=p<500M,108563857,108563857,positive,False,False,True,True,True,True,False,False,0.054996504598093,17.502849101599622,108563857,False,theta_local,positive,108563857,108563857,17.502849101599622,positive,False,True,False,False,-5270.31064698218,-5288.490146018778,-18.179499036598827,negative,0.05310124424975396,0.0,0.0,108563856,2,0.0,hexc_00487,108563857,False,True,True,True,False,0.0,False,0.05310124424975396,0.001895260348339041,0.001895260348339041,0.034461469182257065,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
