block_id,p_star,y,hi,h,prime_log_sum,theta_local_error,theta_local_sum_from_sieve,prime_log_sum_check_delta,theta_local_norm,theta_start_error,theta_end_error,theta_end_norm,theta_pstar_error,theta_pstar_norm,theta_start_sign,theta_end_sign,theta_local_sign,theta_crosses_sign,Q_max,near_forbidden_proxy,post_Q,cp_ratio,d_worst,is_tail,scale_bin,depth_bin,mu_bin,local_theta_sign,endpoint_theta_side,theta_candidate_crossing,theta_positive_candidate,theta_negative_candidate,near_forbidden_R2Q,forbidden_R2Q,B2_active_flag,finite_certificate_flag,covered_flag,B3_block_pass,Q_tail_max_inside,Q_tail_end,Q_local,Q_exc,O2_total_with_o2p4,positive_harmless_flag,negative_transfer_flag,O2_B3_repaid_flag,crossing_status,Q_theta,Q_R2Q,E_theta_local,Cplus_value,tail_flag,negative_transfer_near_forbidden_flag,x,post_P0,source_coordinate,side,scale_ratio_local_to_global,scale_ratio_global_to_local,sign_match,scale_compatibility_ok,localization_ok,Q_exc_max,endpoint_line_r2_min
335,604685377,604682818,604685377,2559,2426.425994675742,-132.574005324258,2426.425994515419,1.603229975444265e-07,-0.0064099040878485,-13091.200517177582,-13223.774522662165,-0.0013152823706824,-13223.774522662165,-0.0013152823706824,negative,negative,negative,False,0.103142612325526,False,0.0122235559913875,0.103142612325526,0.5098177082877743,True,p>=500M,0.50-0.55,0.10-0.25,negative,negative,True,False,True,False,False,True,False,True,True,0.0392708331510971,0.0,0.103142612325526,0.0052564239415806,0.0301511056,False,True,True,negative_transferred_repaid,0.0064099040878485,0.103142612325526,-132.574005324258,,True,False,604685377,True,theta_local,negative,0.002057171077591251,486.1044425974059,True,True,True,0.0052564239415806,0.9924066559285254
336,12842771,12842770,12842771,1,16.368291642911316,15.368291642911316,16.36829164251685,3.9446490518457717e-10,0.0573612866806101,-2079.271153654903,-2063.9028620123863,-0.0021495778331808,-2063.9028620123863,-0.0021495778331808,negative,negative,positive,False,0.0614933608736022,False,0.0,0.0614933608736022,0.5097450738016737,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0389802952066946,0.0,0.0614933608736022,,0.0301511056,True,False,False,positive_harmless,0.0573612866806101,0.0614933608736022,15.368291642911316,0.0614933608736022,False,False,12842771,False,theta_local,positive,0.00027904267762153095,3583.6812079201463,True,True,True,,
337,3454739,3454738,3454739,1,15.055257469638663,14.055257469638663,15.055257469415665,2.229985085477892e-10,0.0620100999656106,-1106.8366029346362,-1092.7813454652205,-0.0025938763964895,-1092.7813454652205,-0.0025938763964895,negative,negative,positive,False,0.0678335682776829,False,0.0,0.0678335682776829,0.5095775294416988,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.038310117766795,0.0,0.0678335682776829,,0.0301511056,True,False,False,positive_harmless,0.0620100999656106,0.0678335682776829,14.055257469638663,0.0678335682776829,False,False,3454739,False,theta_local,positive,0.0005380125156305139,1858.6928202368458,True,True,True,,
338,108591737,108591025,108591737,712,666.1116878067066,-45.88831219329336,666.1116878092289,-2.522256181691772e-09,-0.0050231115142068,-5687.950943231583,-5733.839255422354,-0.0016071553406405,-5733.839255422354,-0.0016071553406405,negative,negative,negative,False,0.0670776998596762,False,0.0264538396610075,0.0670776998596762,0.5095535764984479,False,100M<=p<500M,0.50-0.55,0.25-0.50,negative,negative,True,False,True,False,False,True,True,True,True,0.0382143059937916,0.0,0.0670776998596762,0.0047116498114509,0.0301511056,False,True,True,negative_transferred_repaid,0.0050231115142068,0.0670776998596762,-45.88831219329336,,False,False,108591737,False,theta_local,negative,0.002560599207882553,390.5335895292002,True,True,True,0.0047116498114509,0.9772220027563748
339,108530069,108529950,108529951,1,18.50253673893403,17.50253673893403,18.50253674387932,-4.945288623048327e-09,0.0511255974816211,-5653.748527050018,-5636.245990306139,-0.0015803474697494,-5735.743452474475,-0.0016082445079289,negative,negative,positive,False,0.0549969698681508,False,0.0,0.0549969698681508,0.5095494135198644,False,100M<=p<500M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0381976540794575,0.0,0.0549969698681508,,0.0301511056,True,False,False,positive_harmless,0.0511255974816211,0.0549969698681508,17.50253673893403,0.0549969698681508,False,False,108529951,False,theta_local,positive,9.59898355353845e-05,10417.769698452837,True,True,True,,
340,40882771,40882770,40882771,1,17.526219285319847,16.526219285319847,17.52621928602457,-7.04723390754225e-10,0.0538018276172665,-3621.299339868128,-3604.773120582104,-0.0018354023839935,-3604.773120582104,-0.0018354023839935,negative,negative,positive,False,0.0576333796617081,False,0.0,0.0576333796617081,0.509544729930443,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0381789197217719,0.0,0.0576333796617081,,0.0301511056,True,False,False,positive_harmless,0.0538018276172665,0.0576333796617081,16.526219285319847,0.0576333796617081,False,False,40882771,False,theta_local,positive,0.0001563975112568086,6393.963637682029,True,True,True,,
341,7102457,7102456,7102457,1,15.775951338485887,14.775951338485887,15.775951338931918,-4.4603076787552704e-10,0.0593696291556837,-1545.0620007887485,-1530.2860494498163,-0.0023071572533141,-1530.2860494498163,-0.0023071572533141,negative,negative,positive,False,0.0646932136535411,False,0.0,0.0646932136535411,0.5095150255628678,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.038060102251471,0.0,0.0646932136535411,,0.0301511056,True,False,False,positive_harmless,0.0593696291556837,0.0646932136535411,14.775951338485887,0.0646932136535411,False,False,7102457,False,theta_local,positive,0.0003752283930545508,2665.0435268490455,True,True,True,,
342,40864051,40863879,40863883,4,35.051514300365966,31.05151430036597,35.05151429772377,2.642195795488078e-09,0.0505474213053529,-3570.735479831696,-3539.683965533972,-0.0018027731960126,-3602.529408492148,-0.0018347759634928,negative,negative,positive,False,0.0574566735917498,False,0.0,0.0574566735917498,0.5094716613312037,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0378866453248147,0.0,0.0574566735917498,,0.0301511056,True,False,False,positive_harmless,0.0505474213053529,0.0574566735917498,31.05151430036597,0.0574566735917498,False,False,40863883,False,theta_local,positive,0.000312867450606951,3196.2417249222885,True,True,True,,
343,1518239,1518238,1518239,1,14.233061668549976,13.233061668549976,14.233061668463051,8.692424557921186e-11,0.0653226318701599,-776.6833123865072,-763.4502507180441,-0.0030585388991873,-763.4502507180441,-0.0030585388991873,negative,negative,positive,False,0.07170621495335,False,0.0,0.07170621495335,0.5094374942286888,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0377499769147551,0.0,0.07170621495335,,0.0301511056,True,False,False,positive_harmless,0.0653226318701599,0.07170621495335,13.233061668549976,0.07170621495335,False,False,1518239,False,theta_local,positive,0.0008115773694481773,1232.1684138136313,True,True,True,,
344,109597217,109596735,109597217,482,407.2710430096557,-74.72895699034427,407.2710430175066,-7.850871952541638e-09,-0.0099321572044368,-5706.808229744434,-5781.537186726928,-0.0016114682138015,-5781.537186726928,-0.0016114682138015,negative,negative,negative,False,0.0542204176570948,False,0.0,0.0542204176570948,0.5094420870496775,False,100M<=p<500M,0.50-0.55,0.25-0.50,negative,negative,True,False,True,False,False,True,True,True,True,0.0377683481987101,0.0,0.0542204176570948,0.0062528487522781,0.0301511056,False,True,True,negative_transferred_repaid,0.0099321572044368,0.0542204176570948,-74.72895699034427,,False,False,109597217,False,theta_local,negative,0.0020971222883960465,476.8439139354317,True,True,True,0.0062528487522781,0.9410659078830916
345,31018529,31018450,31018453,3,34.500185622358515,31.500185622358515,34.5001856200397,2.318813585588941e-09,0.0611180498705839,-3131.7857441939414,-3100.2855585739017,-0.0018707198583718,-3159.035463280976,-0.0019061668172942,negative,negative,positive,False,0.0692098295960013,False,0.0159249049275548,0.0692098295960013,0.5094190375911789,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0376761503647156,0.0,0.0692098295960013,,0.0460760105275548,True,False,False,positive_harmless,0.0611180498705839,0.0692098295960013,31.500185622358515,0.0692098295960013,False,False,31018453,False,theta_local,positive,0.0003109930500001846,3215.505941368807,True,True,True,,
346,40845443,40845352,40845353,1,17.525303615149454,16.525303615149454,17.52530361711979,-1.9703350062627582e-09,0.0538044550444978,-3585.75047403574,-3569.22517041862,-0.0018183250381029,-3641.699864603579,-0.0018552444209805,negative,negative,positive,False,0.0574305097109247,False,0.0,0.0574305097109247,0.5094015118213453,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0376060472853811,0.0,0.0574305097109247,,0.0301511056,True,False,False,positive_harmless,0.0538044550444978,0.0574305097109247,16.525303615149454,0.0574305097109247,False,False,40845353,False,theta_local,positive,0.0001564691712639435,6391.035319750801,True,True,True,,
347,177979733,177979051,177979733,682,626.9068833567122,-55.09311664328777,626.9068833887577,-3.2045477382780525e-08,-0.0058455700262883,-7243.779319912195,-7298.872436523437,-0.0015159756007959,-7298.872436523437,-0.0015159756007959,negative,negative,negative,False,0.064256989998171,False,0.0,0.064256989998171,0.5093795941738046,False,100M<=p<500M,0.50-0.55,0.25-0.50,negative,negative,True,False,True,False,False,True,True,True,True,0.0375183766952185,0.0,0.064256989998171,0.0034968755719729,0.0301511056,False,True,True,negative_transferred_repaid,0.0058455700262883,0.064256989998171,-55.09311664328777,,False,False,177979733,False,theta_local,negative,0.0019575231728447963,510.84963584197925,True,True,True,0.0034968755719729,0.9836175611415338
348,12783283,12783282,12783283,1,16.363648859683163,15.363648859683163,16.363648859784007,-1.0084377777275222e-10,0.0573765022463558,-2065.222799446434,-2049.85915058665,-0.0021411274335354,-2049.85915058665,-0.0021411274335354,negative,negative,positive,False,0.0626209646339798,False,0.0,0.0626209646339798,0.5093511062674271,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0374044250697083,0.0,0.0626209646339798,,0.0301511056,True,False,False,positive_harmless,0.0573765022463558,0.0626209646339798,15.363648859683163,0.0626209646339798,False,False,12783283,False,theta_local,positive,0.00027969119739628225,3575.3717289255396,True,True,True,,
349,7051327,7051326,7051327,1,15.768726384026335,14.768726384026335,15.768726384267213,-2.4087576377951336e-10,0.0593949894643927,-1549.1291243797168,-1534.3603979954496,-0.0023237998443851,-1534.3603979954496,-0.0023237998443851,negative,negative,positive,False,0.0640096837074059,False,0.0,0.0640096837074058,0.5093310785249124,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0373243140996497,0.0,0.0640096837074059,,0.0301511056,True,False,False,positive_harmless,0.0593949894643927,0.0640096837074059,14.768726384026335,0.0640096837074059,False,False,7051327,False,theta_local,positive,0.0003765863483950238,2655.433486269238,True,True,True,,
350,178894987,178894798,178894801,3,38.0046169630778,35.0046169630778,38.0046169757843,-1.2706500740478076e-08,0.0559695643377949,-7221.914931565523,-7186.910314589739,-0.001488094930497,-7315.903387725353,-0.0015148028034057,negative,negative,positive,False,0.0624748732312566,False,0.0185637468745191,0.0624748732312566,0.5093324645641792,False,100M<=p<500M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0373298582567169,0.0,0.0624748732312566,,0.0487148524745191,True,False,False,positive_harmless,0.0559695643377949,0.0624748732312566,35.0046169630778,0.0624748732312566,False,False,178894801,False,theta_local,positive,0.0001294976284914402,7722.149136237658,True,True,True,,
351,33843569,33843568,33843569,1,17.337259554044127,16.337259554044127,17.33725955337286,6.712674860409604e-10,0.0543523475814136,-3274.511411242187,-3258.174151688814,-0.0018632679515273,-3258.174151688814,-0.0018632679515273,negative,negative,positive,False,0.0573142485737193,False,0.0,0.0573142485737193,0.5093251429529002,False,p<100M,0.50-0.55,0.25-0.50,positive,negative,True,True,False,False,False,True,True,True,True,0.0373005718116008,0.0,0.0573142485737193,,0.0301511056,True,False,False,positive_harmless,0.0543523475814136,0.0573142485737193,16.337259554044127,0.0573142485737193,False,False,33843569,False,theta_local,positive,0.00017189447669306706,5817.522582680706,True,True,True,,
352,109712341,109712340,109712341,1,18.51337241663912,17.51337241663912,18.51337242126465,-4.625530181101567e-09,0.0510973888768923,-5810.166831254959,-5792.653458833695,-0.0016135362689668,-5792.653458833695,-0.0016135362689668,negative,negative,positive,False,0.0539020807162376,False,0.0,0.0539020807162376,0.5092974971206335,False,100M<=p<500M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0371899884825341,0.0,0.0539020807162376,,0.0301511056,True,False,False,positive_harmless,0.0510973888768923,0.0539020807162376,17.51337241663912,0.0539020807162376,False,False,109712341,False,theta_local,positive,9.547117310769896e-05,10474.365899661898,True,True,True,,
353,179664509,179664508,179664509,1,19.00660183085661,18.00660183085661,19.006601840257645,-9.401034617440018e-09,0.0498451385866664,-7384.341149568558,-7366.3345477283,-0.0015212876435595,-7366.3345477283,-0.0015212876435595,negative,negative,positive,False,0.0530489105874725,False,0.0,0.0530489105874725,0.5092710768946377,False,100M<=p<500M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0370843075785507,0.0,0.0530489105874725,,0.0301511056,True,False,False,positive_harmless,0.0498451385866664,0.0530489105874725,18.00660183085661,0.0530489105874725,False,False,179664509,False,theta_local,positive,7.460515767362515e-05,13403.899022299443,True,True,True,,
354,30784619,30784618,30784619,1,17.242525740093644,16.242525740093644,17.24252574145794,-1.3642953433645744e-09,0.0546325909865302,-3142.421254999936,-3126.1787292584777,-0.001895156792179,-3126.1787292584777,-0.001895156792179,negative,negative,positive,False,0.0583295511087164,False,0.0,0.0583295511087164,0.5092391678389152,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0369566713556608,0.0,0.0583295511087164,,0.0301511056,True,False,False,positive_harmless,0.0546325909865302,0.0583295511087164,16.242525740093644,0.0583295511087164,False,False,30784619,False,theta_local,positive,0.00018023250069287134,5548.38886524728,True,True,True,,
355,33843947,33843946,33843947,1,17.337270723016555,16.337270723016555,17.337270721793175,1.223380508008631e-09,0.054352314709925,-3305.766134530306,-3289.4288638085127,-0.0018811288073703,-3289.4288638085127,-0.0018811288073703,negative,negative,positive,False,0.0578346580287957,False,0.0,0.0578346580287957,0.5092295049680529,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0369180198722114,0.0,0.0578346580287957,,0.0301511056,True,False,False,positive_harmless,0.054352314709925,0.0578346580287957,16.337270723016555,0.0578346580287957,False,False,33843947,False,theta_local,positive,0.00017189351675341198,5817.555070646087,True,True,True,,
356,33821677,33821502,33821509,7,52.00982232048878,45.00982232048878,52.00982231646776,4.021018185085268e-09,0.0566017416737003,-3261.09392157197,-3216.084099255502,-0.0018399358095468,-3262.727829359472,-0.0018666151863747,negative,negative,positive,False,0.0654611569085146,False,0.0161795680402141,0.0654611569085146,0.5091036125226484,False,p<100M,0.50-0.55,0.25-0.50,positive,negative,True,True,False,False,False,True,True,True,True,0.0364144500905934,0.0,0.0654611569085146,0.0155337822934355,0.0463306736402141,True,False,False,positive_harmless,0.0566017416737003,0.0654611569085146,45.00982232048878,0.0654611569085146,False,False,33821509,False,theta_local,positive,0.0004549385914619726,2198.0988616209493,True,True,True,0.0155337822934355,0.7704878643923245
357,30978317,30978316,30978317,1,17.24879806610611,16.24879806610611,17.248798064887524,1.218587897255929e-09,0.0546139471486721,-3154.5114338733256,-3138.262635808438,-0.0018951461196584,-3138.262635808438,-0.0018951461196584,negative,negative,positive,False,0.058206963587266,False,0.0,0.058206963587266,0.5090420374245351,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0361681496981405,0.0,0.058206963587266,,0.0301511056,True,False,False,positive_harmless,0.0546139471486721,0.058206963587266,16.24879806610611,0.058206963587266,False,False,30978317,False,theta_local,positive,0.00017966814760587277,5565.816831337516,True,True,True,,
358,2275027,2275026,2275027,1,14.63750247842863,13.63750247842863,14.637502478435636,-7.005951374594588e-12,0.0636503621940717,-937.5952059784904,-923.9577035000548,-0.0028590704040281,-923.9577035000548,-0.0028590704040281,negative,negative,positive,False,0.0701677034244439,False,0.0,0.0701677034244439,0.5090326128084607,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0361304512338427,0.0,0.0701677034244439,,0.0301511056,True,False,False,positive_harmless,0.0636503621940717,0.0701677034244439,13.63750247842863,0.0701677034244439,False,False,2275027,False,theta_local,positive,0.00066298960991941,1508.319263286125,True,True,True,,
359,109548913,109548912,109548913,1,18.511881701546663,17.511881701546663,18.51188169419765,7.349008512846922e-09,0.0511012686530033,-5811.632057204843,-5794.120175510645,-0.0016154083735108,-5794.120175510645,-0.0016154083735108,negative,negative,positive,False,0.0540412935367529,False,0.0,0.0540412935367529,0.5090335519826829,False,100M<=p<500M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0361342079307314,0.0,0.0540412935367529,,0.0301511056,True,False,False,positive_harmless,0.0511012686530033,0.0540412935367529,17.511881701546663,0.0540412935367529,False,False,109548913,False,theta_local,positive,9.554235979349316e-05,10466.56166083208,True,True,True,,
360,33488281,33487676,33488180,504,502.4741794889246,-1.5258205110753806,502.4741794876754,1.249190972885117e-09,-0.0002263894383431,-3208.5670283809304,-3210.092848893255,-0.0018477361440262,-3276.4394390508533,-0.0018859218792936,negative,negative,negative,False,0.0702213435707402,False,0.0,0.0702213435707402,0.5090295281131568,False,p<100M,0.50-0.55,0.25-0.50,negative,negative,True,False,True,False,False,True,True,True,True,0.0361181124526273,0.0,0.0702213435707402,0.0045249017385928,0.0301511056,False,True,True,negative_transferred_repaid,0.0002263894383431,0.0702213435707402,-1.5258205110753806,,False,False,33488180,False,theta_local,negative,0.003879445425287786,257.76880207712105,True,True,True,0.0045249017385928,0.97922730427253
361,33862799,33862647,33862651,4,34.67564639008905,30.67564639008905,34.6756463944912,-4.402146203119628e-09,0.0510239841549303,-3264.872408859432,-3234.1967624649405,-0.001848914462222,-3278.169811077416,-0.0018740477829638,negative,negative,positive,False,0.0585493445209605,False,0.0,0.0585493445209605,0.5089964553101051,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0359858212404202,0.0,0.0585493445209605,,0.0301511056,True,False,False,positive_harmless,0.0510239841549303,0.0585493445209605,30.67564639008905,0.0585493445209605,False,False,33862651,False,theta_local,positive,0.0003436922484661412,2909.5797314687325,True,True,True,,
362,3441017,3441016,3441017,1,15.051277625191709,14.051277625191709,15.051277625374496,-1.8278711877428572e-10,0.062025329723603,-1098.3295544600114,-1084.278276834637,-0.00258018362563,-1084.278276834637,-0.00258018362563,negative,negative,positive,False,0.0664152882950914,False,0.0,0.0664152882950914,0.5089930911308486,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0359723645233942,0.0,0.0664152882950914,,0.0301511056,True,False,False,positive_harmless,0.062025329723603,0.0664152882950914,14.051277625191709,0.0664152882950914,False,False,3441017,False,theta_local,positive,0.0005390841846072004,1854.997843664515,True,True,True,,
363,17998027,17998026,17998027,1,16.70577269874159,15.70577269874159,16.705772697925568,8.160228048836871e-10,0.0562763823689926,-2423.0532132461667,-2407.347440548241,-0.0020332612728727,-2407.347440548241,-0.0020332612728727,negative,negative,positive,False,0.0607228067308972,False,0.0,0.0607228067308972,0.5089673036246306,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0358692144985224,0.0,0.0607228067308972,,0.0301511056,True,False,False,positive_harmless,0.0562763823689926,0.0607228067308972,15.70577269874159,0.0607228067308972,False,False,17998027,False,theta_local,positive,0.0002357151792508898,4242.408160467354,True,True,True,,
364,12783557,12783556,12783557,1,16.36367029369691,15.36367029369691,16.36367029324174,4.551701238142414e-10,0.0573764319832568,-2061.040627395734,-2045.6769571024925,-0.0021367305341878,-2045.6769571024925,-0.0021367305341878,negative,negative,positive,False,0.0625314742892232,False,0.0,0.0625314742892232,0.5089660187777126,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0358640751108505,0.0,0.0625314742892232,,0.0301511056,True,False,False,positive_harmless,0.0573764319832568,0.0625314742892232,15.36367029369691,0.0625314742892232,False,False,12783557,False,theta_local,positive,0.00027968819995985916,3575.410046414257,True,True,True,,
365,1196653,1196652,1196653,1,13.995039051118322,12.995039051118322,13.995039051165804,-4.7482018317168695e-11,0.0663482327733369,-689.6638564579189,-676.6688174067531,-0.0031582304563038,-676.6688174067531,-0.0031582304563038,negative,negative,positive,False,0.071617662491785,False,0.0,0.071617662491785,0.5089285423561476,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0357141694245903,0.0,0.071617662491785,,0.0301511056,True,False,False,positive_harmless,0.0663482327733369,0.071617662491785,12.995039051118322,0.071617662491785,False,False,1196653,False,theta_local,positive,0.0009141466730765158,1093.916358777032,True,True,True,,
366,178000301,178000300,178000301,1,18.99729579926617,17.99729579926617,18.997295796871185,2.394983766862424e-09,0.0498681990919028,-7329.8567027151585,-7311.859406918287,-0.0015185667755469,-7311.859406918287,-0.0015185667755469,negative,negative,positive,False,0.0530150818740687,False,0.0,0.0530150818740687,0.5089336569673311,False,100M<=p<500M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0357346278693242,0.0,0.0530150818740687,,0.0301511056,True,False,False,positive_harmless,0.0498681990919028,0.0530150818740687,17.99729579926617,0.0530150818740687,False,False,178000301,False,theta_local,positive,7.495310552634112e-05,13341.675344573485,True,True,True,,
367,444929,444928,444929,1,13.005669997857035,12.005669997857035,13.00566999783041,2.6625812665770354e-11,0.0709775397104111,-446.2995224027545,-434.2938524049241,-0.0038492211618135,-434.2938524049241,-0.0038492211618135,negative,negative,positive,False,0.0781852146270972,False,0.0,0.0781852146270972,0.508892189773538,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.035568759094152,0.0,0.0781852146270972,,0.0301511056,True,False,False,positive_harmless,0.0709775397104111,0.0781852146270972,12.005669997857035,0.0781852146270972,False,False,444929,False,theta_local,positive,0.0014991829805059641,667.029984333538,True,True,True,,
368,108530371,108530370,108530371,1,18.50254060882601,17.50254060882601,18.502540603280067,5.545942372009449e-09,0.051125593407958,-5777.707911029458,-5760.205370426178,-0.0016151006496332,-5760.205370426178,-0.0016151006496332,negative,negative,positive,False,0.0550780849806609,False,0.0,0.0550780849806608,0.5088808440539985,False,100M<=p<500M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0355233762159938,0.0,0.0550780849806609,,0.0301511056,True,False,False,positive_harmless,0.051125593407958,0.0550780849806609,17.50254060882601,0.0550780849806609,False,False,108530371,False,theta_local,positive,9.598963851921789e-05,10417.791080646606,True,True,True,,
369,33877069,33877068,33877069,1,17.33824891278976,16.33824891278976,17.338248915970325,-3.180566920946148e-09,0.0543494359456534,-3295.301841534674,-3278.963592618704,-0.0018740156492671,-3278.963592618704,-0.0018740156492671,negative,negative,positive,False,0.0580315698450999,False,0.0,0.0580315698450999,0.5088766936423129,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0355067745692516,0.0,0.0580315698450999,,0.0301511056,True,False,False,positive_harmless,0.0543494359456534,0.0580315698450999,16.33824891278976,0.0580315698450999,False,False,33877069,False,theta_local,positive,0.00017180946506962778,5820.40110301687,True,True,True,,
370,179411909,179411668,179411671,3,38.01038711128105,35.01038711128105,38.01038712263107,-1.1350024919920544e-08,0.0559617942763139,-7265.776182562113,-7230.765795439482,-0.0014945634429341,-7297.719046980143,-0.0015084011370399,negative,negative,positive,False,0.0609062405598658,False,0.0170084463295524,0.0609062405598658,0.5088328774479058,False,100M<=p<500M,0.50-0.55,0.25-0.50,positive,negative,True,True,False,False,False,True,True,True,True,0.0353315097916233,0.0,0.0609062405598658,,0.0471595519295524,True,False,False,positive_harmless,0.0559617942763139,0.0609062405598658,35.01038711128105,0.0609062405598658,False,False,179411671,False,theta_local,positive,0.00012931096193845093,7733.296427537035,True,True,True,,
371,30801703,30801702,30801703,1,17.243080538623037,16.243080538623037,17.243080537766218,8.56818616057353e-10,0.0546309413945658,-3138.801661401987,-3122.558580864221,-0.0018923153699577,-3122.558580864221,-0.0018923153699577,negative,negative,positive,False,0.0590182314704876,False,0.0,0.0590182314704876,0.5087679548800931,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0350718195203723,0.0,0.0590182314704876,,0.0301511056,True,False,False,positive_harmless,0.0546309413945658,0.0590182314704876,16.243080538623037,0.0590182314704876,False,False,30801703,False,theta_local,positive,0.00018018251126354062,5549.928197733732,True,True,True,,
372,179380241,179380240,179380241,1,19.005018362169785,18.005018362169785,19.00501835346222,8.707566223620233e-09,0.0498490609484484,-7310.23279902339,-7292.227780669928,-0.0015074271645147,-7292.227780669928,-0.0015074271645147,negative,negative,positive,False,0.0524959052411155,False,0.0,0.0524959052411155,0.508719161417818,False,100M<=p<500M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0348766456712721,0.0,0.0524959052411155,,0.0301511056,True,False,False,positive_harmless,0.0498490609484484,0.0524959052411155,18.005018362169785,0.0524959052411155,False,False,179380241,False,theta_local,positive,7.466424852819385e-05,13393.290895071308,True,True,True,,
373,1198289,1198288,1198289,1,13.996405263957271,12.996405263957271,13.996405263897032,6.02398131377413e-11,0.06634225473323,-688.165795530891,-675.169390266994,-0.0031484655128457,-675.169390266994,-0.0031484655128457,negative,negative,positive,False,0.0723746919761434,False,0.0,0.0723746919761434,0.5086455629582203,False,p<100M,0.50-0.55,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0345822518328811,0.0,0.0723746919761434,,0.0301511056,True,False,False,positive_harmless,0.06634225473323,0.0723746919761434,12.996405263957271,0.0723746919761434,False,False,1198289,False,theta_local,positive,0.0009135224268533708,1094.663875351699,True,True,True,,
374,30339893,30339892,30339893,1,17.22797400518101,16.22797400518101,17.227974005043507,1.375042302242946e-10,0.0546758933569793,-3121.06165760383,-3104.8336835987866,-0.0018991658978005,-3104.8336835987866,-0.0018991658978005,negative,negative,positive,False,0.0584872273607094,False,0.0,0.0584872273607094,0.5086314788479691,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0345259153918764,0.0,0.0584872273607094,,0.0301511056,True,False,False,positive_harmless,0.0546758933569793,0.0584872273607094,16.22797400518101,0.0584872273607094,False,False,30339893,False,theta_local,positive,0.00018154863066672605,5508.166028724988,True,True,True,,
375,33866071,33866070,33866071,1,17.337924215703186,16.337924215703186,17.33792421221733,3.485855160079154e-09,0.054350391479501,-3272.311282455921,-3255.973358243704,-0.0018612479599973,-3255.973358243704,-0.0018612479599973,negative,negative,positive,False,0.0578606794756717,False,0.0,0.0578606794756717,0.5086144576181272,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.0344578304725087,0.0,0.0578606794756717,,0.0301511056,True,False,False,positive_harmless,0.054350391479501,0.0578606794756717,16.337924215703186,0.0578606794756717,False,False,33866071,False,theta_local,positive,0.00017183736035032243,5819.456246076604,True,True,True,,
