candidate_id,block_id,x,y,h,p_star,E_theta_sign,DeltaD_sign,post_P0_flag,finite_zone_flag,finite_certified_flag,E_theta,DeltaD,Q_delta_D,Q_R2Q,Q_exc,epsilon,near_forbidden_flag,forbidden_flag,threshold_relevant_flag,positive_harmless_flag,negative_transfer_flag,channel_compatible_flag,O2_repaid_flag,B3_no_accumulation_flag,endpoint_repaid_flag,E_theta_normalized,scale_ratio,h_over_x,pstar_over_x,log_pstar,sqrt_h,normalizer,Q_delta_D_share,Q_exc_share,epsilon_share,h_bin,p_star_bin,window_class,short_window_flag,single_step_flag,finite_short_flag,post_P0_tail_flag,sign_consistent,sign_inconsistent_flag,sign_consistency_class,row_regime,failure_type,endpoint_motion_pass_flag,status
hexc_00210,211,1507291,1507290,1,1507291,positive,negative,False,True,True,13.225824557839376,-13.90247449283936,0.0686969111557099,0.071217737590593,0.0,0.002520826434883,False,False,False,True,False,True,False,True,True,0.010772691038776814,0.964603952327516,6.634418967538451e-07,1.0,14.225824557839376,1.0,202.37408435042587,0.964603952327516,0.0,0.035396047672482805,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00211,212,338609,338608,1,338609,positive,negative,False,True,True,11.73260132836337,-12.409251263363387,0.0765440251200754,0.0799255305017518,0.0,0.0033815053816763,False,False,False,True,False,True,False,True,True,0.020162531787249062,0.9576917993481158,2.953258773393501e-06,1.0,12.73260132836337,1.0,162.11913658704063,0.9576917993481158,0.0,0.04230820065188287,h=1,100K<=p<1M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00212,213,17594719,17594718,1,17594719,positive,negative,False,True,True,15.683109358164144,-16.35975929316419,0.058779097856778,0.0598206042552528,1.6338650562563493e-15,0.0010415063984731,False,False,False,True,False,True,False,True,True,0.003738875493640939,0.9825895038767792,5.683523561814201e-08,1.0,16.683109358164145,1.0,278.3261378564641,0.9825895038767792,2.7312747448766886e-14,0.017410496123192305,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00213,214,231107,231106,1,231107,positive,negative,False,True,True,11.350636085721526,-12.027286020721531,0.078847692554879,0.081042286548022,0.0,0.0021945939931429,False,False,False,True,False,True,False,True,True,0.02361096024237885,0.9729203840782235,4.327000047597001e-06,1.0,12.350636085721526,1.0,152.53821172192673,0.9729203840782235,0.0,0.02707961592177539,h=1,100K<=p<1M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00214,215,604883911,604879711,4200,604883911,negative,negative,True,False,False,-418.75836712238106,-2918.6660872864286,0.1101473269558678,0.1286153186276067,0.0050950061723419,0.0133729854993968,False,False,False,False,False,True,True,True,True,-0.017026582268141188,0.8564090819911492,6.943481093845791e-06,1.0,20.220547114938658,64.8074069840786,26497.838558132553,0.8564090819911492,0.039614302765085097,0.1039766152437642,1025<=h<=8192,p>=500M,1025<=h<=8192,False,False,False,True,True,False,consistent,post_P0_negative_tail,,True,pass
hexc_00215,216,12837191,12837190,1,12837191,positive,negative,False,True,True,15.367857062822154,-16.044506997822282,0.0598884026158601,0.062888385067126,8.487045579549704e-16,0.002999982451265,False,False,False,True,False,True,False,True,True,0.004289219887645107,0.9522967166661416,7.789866178667903e-08,1.0,16.367857062822154,1.0,267.9067448289771,0.9522967166661416,1.3495410274076485e-14,0.04770328333384407,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00216,217,3236683,3236682,1,3236683,positive,negative,False,True,True,13.99005959793064,-14.666709532930668,0.0652718575046076,0.0666226148249239,5.059451852682883e-16,0.0013507573203157,False,False,False,True,False,True,False,True,True,0.007776236872736594,0.9797252430895135,3.0895827611168593e-07,1.0,14.99005959793064,1.0,224.7018867495125,0.9797252430895135,7.594195853733008e-15,0.0202747569104774,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00217,218,12784091,12784090,1,12784091,positive,negative,False,True,True,15.3637120652357,-16.04036200023552,0.0599032667989344,0.0613983378884961,8.491345733300948e-16,0.0014950710895608,False,False,False,True,False,True,False,True,True,0.004296959225990647,0.9756496488182326,7.822222166597532e-08,1.0,16.3637120652357,1.0,267.77107255394037,0.9756496488182326,1.382992769074931e-14,0.02435035118175282,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00218,219,604167899,604161649,6250,604167899,negative,negative,True,False,False,-386.3863224858651,-4579.814371747323,0.1417010086026295,0.1550942530280692,0.0050566548961573,0.0083365895292823,False,False,False,False,False,True,True,True,True,-0.015719651782687145,0.9136444828615553,1.0344806485655406e-05,1.0,20.21936269574705,79.05694150420949,32320.266573334302,0.9136444828615553,0.032603754152271125,0.053751762986172874,1025<=h<=8192,p>=500M,1025<=h<=8192,False,False,False,True,True,False,consistent,post_P0_negative_tail,,True,pass
hexc_00219,220,1513319,1513318,1,1513319,positive,negative,False,True,True,13.229815809938929,-13.906465744938828,0.0686780907208851,0.0718988838707155,0.0,0.0032207931498303,False,False,False,True,False,True,False,True,True,0.010754458684054483,0.9552038505128696,6.60799210212784e-07,1.0,14.229815809938929,1.0,202.4876579847879,0.9552038505128696,0.0,0.04479614948712901,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00220,221,3452881,3452880,1,3452881,positive,negative,False,True,True,14.05471951299229,-14.73136944799228,0.0649976693597736,0.0679598564990468,5.016084563539974e-16,0.0029621871392726,False,False,False,True,False,True,False,True,True,0.00756364918575343,0.9564126928473612,2.8961322443489944e-07,1.0,15.05471951299229,1.0,226.64457961487085,0.9564126928473612,7.380952259088906e-15,0.04358730715262984,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00221,222,3281627,3281626,1,3281627,positive,negative,False,True,True,14.003849893960211,-14.680499828960135,0.0652131864302844,0.0684583966021968,1.0100311337334605e-15,0.0032452101719113,False,False,False,True,False,True,False,True,True,0.00773041552680669,0.9525958781832138,3.047268930929688e-07,1.0,15.003849893960213,1.0,225.1155116404899,0.9525958781832138,1.4753940843847474e-14,0.04740412181677014,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00222,223,604848841,604844050,4791,604848841,negative,negative,True,False,False,-382.9342517927116,-3424.0588496471173,0.1209887029426208,0.1356230693499753,0.0069214615088821,0.0077129048984723,False,False,False,False,False,True,True,True,True,-0.015570436490011164,0.8920953015036805,7.920987319871544e-06,1.0,20.220489135190732,69.21704992268884,28300.649286826258,0.8920953015036805,0.05103454406433812,0.05687015443198052,1025<=h<=8192,p>=500M,1025<=h<=8192,False,False,False,True,True,False,consistent,post_P0_negative_tail,,True,pass
hexc_00223,224,30417889,30417888,1,30417889,positive,negative,False,True,True,16.230541447252687,-16.907191382252677,0.0569473630841647,0.0595665514274872,0.0,0.0026191883433224,False,False,False,True,False,True,False,True,True,0.0029428523474050046,0.9560292096729665,3.287539118838918e-08,1.0,17.230541447252687,1.0,296.89155856549274,0.9560292096729665,0.0,0.04397079032703186,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00224,225,30422683,30422680,3,30422863,positive,negative,False,True,True,31.461398013179057,-33.81469788317918,0.0657565156123869,0.0672912160005141,0.0109594193326503,-0.0094247189445232,False,False,False,True,False,True,False,True,True,0.005703979763798688,0.9771931541835197,9.861063207344335e-08,1.0000059166379245,17.23070495608016,1.7320508075688772,514.2410233915939,0.9771931541835197,0.16286552664714174,-0.14005868083066286,2<=h<=4,1M<=p<100M,2<=h<=4,True,False,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00225,226,39648883,39648882,1,39648883,positive,negative,False,True,True,16.495573334147675,-17.172223269147707,0.05610094391665,0.0582681497791033,1.485640806578735e-15,0.0021672058624517,False,False,False,True,False,True,False,True,True,0.0026197022703417037,0.9628063380994719,2.5221391482831938e-08,1.0,17.495573334147675,1.0,306.0950862905392,0.9628063380994719,2.54966188597176e-14,0.037193661900500656,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00226,227,17642329,17642326,3,17642453,positive,negative,False,True,True,30.371623145248783,-32.724923015248805,0.0678614238273246,0.0713316310686374,0.0113102374220943,-0.0078400301807815,False,False,False,True,False,True,False,True,True,0.00723083610532061,0.9513510740000651,1.7004557618214693e-07,1.0000070285504823,16.685818657832034,1.7320508075688772,482.2316003642705,0.9513510740000651,0.15855851398114332,-0.10990958798120841,2<=h<=4,1M<=p<100M,2<=h<=4,True,False,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00227,228,604708931,604704593,4338,604708931,negative,negative,True,False,False,-435.4909596411353,-3011.5924615006134,0.111835079555793,0.1280136512189761,0.0051487807720973,0.0110297908910857,False,False,False,False,False,True,True,True,True,-0.017709485841357626,0.8736183874990915,7.173699242090406e-06,1.0,20.22025779444147,65.86349520030045,26928.87127601291,0.8736183874990915,0.040220560253296414,0.08616105224761138,1025<=h<=8192,p>=500M,1025<=h<=8192,False,False,False,True,True,False,consistent,post_P0_negative_tail,,True,pass
hexc_00228,229,12421837,12421836,1,12421837,positive,negative,False,True,True,15.334966530134755,-16.011616465134693,0.0600065531060309,0.0618751942454069,8.521257400904751e-16,0.0018686411393751,False,False,False,True,False,True,False,True,True,0.004351008376379164,0.9697998339695764,8.050339092358079e-08,1.0,16.334966530134757,1.0,266.8311315406227,0.9697998339695764,1.3771685899050407e-14,0.030200166030409068,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00229,230,30405923,30405922,1,30405923,positive,negative,False,True,True,16.23014798292479,-16.906797917924905,0.0569486386516722,0.0593788171181867,1.5317650739754629e-15,0.0024301784665129,False,False,False,True,False,True,False,True,True,0.0029433600027632817,0.9590733095663138,3.28883290272096e-08,1.0,17.23014798292479,1.0,296.8779995134872,0.9590733095663138,2.5796490201659977e-14,0.04092669043365936,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00230,231,17591797,17591796,1,17591797,positive,negative,False,True,True,15.682943271814093,-16.359593206814225,0.0587796714636137,0.0608439203610845,3.267795176339872e-15,0.0020642488974675,False,False,False,True,False,True,False,True,True,0.0037391463961158277,0.9660730458323478,5.684467595891426e-08,1.0,16.682943271814093,1.0,278.3205962105671,0.9660730458323478,5.3707834027570964e-14,0.033926954167598056,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00231,232,7103281,7103277,4,7103387,positive,negative,False,True,True,27.552134414332773,-30.76172314433279,0.0617991268029398,0.0636678531151053,0.0157384918917144,-0.0138697655795489,False,False,False,True,False,True,False,True,True,0.010337666333537159,0.970648824787809,5.631200567737641e-07,1.0000149226815045,15.776082270516582,2.0,497.7695436122153,0.970648824787809,0.24719683673424225,-0.21784566152205118,2<=h<=4,1M<=p<100M,2<=h<=4,True,False,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00232,233,108545317,108544444,873,108545317,negative,negative,False,True,True,-132.8930425093655,-560.4937472700594,0.0554108042573524,0.072593883103974,0.0084071568650214,0.0087759219816,False,False,False,False,False,True,True,True,True,-0.012755476847463282,0.7632985299600133,8.04272375933086e-06,1.0,18.50267831194847,29.546573405388315,10115.242952743962,0.7632985299600133,0.11581081636010691,0.12089065367987707,257<=h<=1024,100M<=p<500M,257<=h<=1024,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00233,234,33928207,33928206,1,33928207,positive,negative,False,True,True,16.33975729127334,-17.01640722627326,0.056595492268226,0.0577100468058422,0.0,0.0011145545376161,False,False,False,True,False,True,False,True,True,0.0028052085035030214,0.9806869930054646,2.9474000792320088e-08,1.0,17.33975729127334,1.0,300.66718292026695,0.9806869930054646,0.0,0.019313006994533744,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00234,235,12805417,12804850,567,12805417,negative,negative,False,True,True,-26.94325242094044,-423.5606315620903,0.066415879984152,0.0752600730877132,0.0051852383941086,0.0036589547094525,False,False,False,False,False,True,True,True,True,-0.007529274955701524,0.8824849253965834,4.4278136354325677e-05,1.0,16.365378842489662,23.811761799581316,6377.399978185327,0.8824849253965834,0.06889759976801207,0.04861747483540318,257<=h<=1024,1M<=p<100M,257<=h<=1024,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00235,236,7114039,7114038,1,7114039,positive,negative,False,True,True,14.777580713623388,-15.45423064862348,0.0620821242243371,0.0641316326651891,9.133965375020562e-16,0.002049508440851,False,False,False,True,False,True,False,True,True,0.00554045228766045,0.968042160230789,1.4056712368318476e-07,1.0,15.777580713623388,1.0,248.93205317490072,0.968042160230789,1.4242527432142725e-14,0.03195783976919522,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00236,237,1189109,1189108,1,1189109,positive,negative,False,True,True,12.988714845146502,-13.665364780146549,0.0698337870883699,0.0718770358244725,0.0,0.0020432487361025,False,False,False,True,False,True,False,True,True,0.011911195403099827,0.971572996678768,8.409657987619302e-07,1.0,13.988714845146502,1.0,195.6841430188221,0.971572996678768,0.0,0.02842700332123073,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00237,238,109610882,109610360,522,109610987,negative,negative,False,True,True,-77.7013201168142,-337.05846232146905,0.0430469387390257,0.0613897943072523,0.0082632311922063,0.0100796243760201,False,False,False,False,False,True,True,True,True,-0.007421665101616432,0.7012067596053232,4.7623008817682905e-06,1.0000009579340854,18.512448173804223,22.847319317591726,7830.021650666098,0.7012067596053232,0.1346026857631957,0.1641905546314779,257<=h<=1024,100M<=p<500M,257<=h<=1024,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00238,239,1185979,1185978,1,1185979,positive,negative,False,True,True,12.986079151806315,-13.66272908680628,0.0698466358920832,0.0720020312883792,0.0,0.0021553953962959,False,False,False,True,False,True,False,True,True,0.011924482651498897,0.9700647973712948,8.43185250329053e-07,1.0,13.986079151806315,1.0,195.61041004059126,0.9700647973712948,0.0,0.029935202628703764,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00239,240,3458053,3458052,1,3458053,positive,negative,False,True,True,14.056216271886404,-14.732866206886342,0.0649913496676827,0.0681051918998026,0.0,0.0031138422321198,False,False,False,True,False,True,False,True,True,0.007558795712783769,0.9542789302069505,2.8918006751197856e-07,1.0,15.056216271886404,1.0,226.68964842581693,0.9542789302069505,0.0,0.045721069793047964,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00240,241,40846425,40846297,128,40846543,positive,negative,False,True,True,64.7786110793472,-166.6075602538226,0.0479465292351877,0.0576405602980837,0.0057913343016973,0.0039026967611985,False,False,False,True,False,True,False,True,True,0.010135705395312684,0.8318192777314435,3.133689178428712e-06,1.0000028888697114,17.52533274900626,11.313708498984761,3474.8617451865503,0.8318192777314435,0.10047324786136469,0.06770747440718837,65<=h<=256,1M<=p<100M,65<=h<=256,False,False,False,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00241,242,30338299,30338298,1,30338299,positive,negative,False,True,True,16.227921465711795,-16.90457140071203,0.0569558578486832,0.0582182910904303,0.0,0.0012624332417471,False,False,False,True,False,True,False,True,True,0.0029462343164441468,0.9783155221820894,3.2961637038385046e-08,1.0,17.227921465711795,1.0,296.80127802873324,0.9783155221820894,0.0,0.021684477817910632,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00242,243,30781189,30781182,7,30781319,positive,negative,False,True,True,44.727242683927344,-50.29013128392762,0.0639348107058531,0.0666639054628127,0.0156184300412248,-0.0128893352842653,False,False,False,True,False,True,False,True,True,0.00806173490403776,0.9590618830683124,2.2741161818018142e-07,1.0000042233586233,17.24241853795849,2.6457513110645907,786.5845026944545,0.9590618830683124,0.2342861542958546,-0.19334803736416842,5<=h<=16,1M<=p<100M,5<=h<=16,False,False,False,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00243,244,7108399,7108398,1,7108399,positive,negative,False,True,True,14.776787600614824,-15.45343753561474,0.0620851798448041,0.0646375517059872,0.0,0.002552371861183,False,False,False,True,False,True,False,True,True,0.005542352351636457,0.9605125535572121,1.4067865351959e-07,1.0,15.776787600614824,1.0,248.90702699491365,0.9605125535572121,0.0,0.0394874464427863,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00244,245,7114351,7114350,1,7114351,positive,negative,False,True,True,14.77762456960429,-15.454274504604427,0.0620819552695042,0.0631548657549673,0.0,0.0010729104854631,False,False,False,True,False,True,False,True,True,0.005540347240255254,0.9830114358943323,1.4056095910927082e-07,1.0,15.77762456960429,1.0,248.93343705938096,0.9830114358943323,0.0,0.0169885641056677,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00245,246,12808387,12808371,16,12808469,positive,negative,False,True,True,49.4624408087016,-62.0306187855017,0.0579003711442876,0.0624388750646292,0.011422400501544,-0.0068838965812025,False,False,False,True,False,True,False,True,True,0.013820601118111297,0.9273128493163292,1.2491814933449465e-06,1.0000064020551533,16.36561715072719,4.0,1071.3336988967037,0.9273128493163292,0.18293732053501777,-0.11025016985134853,5<=h<=16,1M<=p<100M,5<=h<=16,False,False,False,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00246,247,30364069,30364068,1,30364069,positive,negative,False,True,True,16.22877052654409,-16.90542046154451,0.0569531046618265,0.0580503951554774,0.0,0.0010972904936508,False,False,False,True,False,True,False,True,True,0.002945137900273731,0.9810976223208816,3.293366248113848e-08,1.0,17.22877052654409,1.0,296.8305338563143,0.9810976223208816,0.0,0.0189023776791167,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00247,248,22048823,22048822,1,22048823,positive,negative,False,True,True,15.90876977974763,-16.585419714747786,0.0580099437328339,0.0588375187079942,0.0,0.0008275749751602,False,False,False,True,False,True,False,True,True,0.003388003821554102,0.985934570435108,4.535389485416069e-08,1.0,16.90876977974763,1.0,285.9064954645067,0.985934570435108,0.0,0.014065429564890167,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00248,249,1197167,1197166,1,1197167,positive,negative,False,True,True,12.99546849026404,-13.672118425263989,0.0698008851370829,0.0733451964419051,0.0,0.0035443113048221,False,False,False,True,False,True,False,True,True,0.011877213741368206,0.9516762995156804,8.353053500472365e-07,1.0,13.99546849026404,1.0,195.8731382619736,0.9516762995156804,0.0,0.04832370048431816,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00249,250,12777763,12777762,1,12777763,positive,negative,False,True,True,15.363216952468896,-16.03986688746909,0.0599050427929224,0.0613798520197853,8.491859597695261e-16,0.0014748092268619,False,False,False,True,False,True,False,True,True,0.004297884588764102,0.9759724212696456,7.826096007571904e-08,1.0,16.363216952468896,1.0,267.75486903356546,0.9759724212696456,1.3834930059717282e-14,0.02402757873033821,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00250,251,12802759,12802758,1,12802759,positive,negative,False,True,True,15.365171252537955,-16.041821187538062,0.0598980332340975,0.0619768263150305,8.489831552814959e-16,0.0020787930809321,False,False,False,True,False,True,False,True,True,0.004294233146493749,0.9664585425790211,7.810816402933149e-08,1.0,16.365171252537955,1.0,267.8188301248947,0.9664585425790211,1.3698396735677996e-14,0.03354145742096437,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00251,252,39640132,39639838,294,39640253,positive,negative,False,True,True,38.41162530909082,-272.11499404329606,0.0518481490538338,0.0623250464295579,0.0073904639568024,0.0030864334189215,False,False,False,True,False,True,False,True,True,0.006100907985956491,0.8318990843020795,7.416726059338047e-06,1.0000030524620855,17.49535564984767,17.146428199482248,5248.306815364988,0.8318990843020795,0.11857935742022077,0.04952155827769663,257<=h<=1024,1M<=p<100M,257<=h<=1024,False,False,False,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00252,253,153059,153058,1,153059,positive,negative,False,True,True,10.938578746956969,-11.615228681956978,0.0814934132197051,0.0867976721097067,1.9940908392275103e-16,0.0053042588900013,False,False,False,True,False,True,False,True,True,0.02795963269892547,0.9388893876866036,6.5334282858244206e-06,1.0,11.938578746956969,1.0,142.52966249729263,0.9388893876866036,2.297401290563539e-15,0.06111061231339312,h=1,100K<=p<1M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00253,254,109611739,109611738,1,109611739,positive,negative,False,True,True,17.51245503440681,-18.1891049694068,0.0530741803612816,0.0542307354806207,0.0,0.001156555119339,False,False,False,True,False,True,False,True,True,0.001672701703602811,0.9786734384276903,9.12311043619151e-09,1.0,18.512455034406806,1.0,342.7109914009339,0.9786734384276903,0.0,0.0213265615723079,h=1,100M<=p<500M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00254,255,33472333,33472329,4,33472553,positive,negative,False,True,True,30.652459490191177,-33.8620482201909,0.0563994358043719,0.0583129230101737,0.0143392191682336,-0.0124257319624319,False,False,False,True,False,True,False,True,True,0.00529810923477283,0.9671858808129382,1.1950167919278288e-07,1.0000065725923557,17.32623634754177,2.0,600.3969319417552,0.9671858808129382,0.24590122442896362,-0.21308710524190352,2<=h<=4,1M<=p<100M,2<=h<=4,True,False,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00255,256,33913801,33913800,1,33913801,positive,negative,False,True,True,16.339332598648777,-17.01598253364864,0.0565968521213006,0.0584800149533509,1.5125349664516692e-15,0.0018831628320487,False,False,False,True,False,True,False,True,True,0.002805731315746035,0.9677981814205675,2.9486520841471e-08,1.0,17.339332598648777,1.0,300.65245496656416,0.9677981814205675,2.586413439972968e-14,0.032201818579405045,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00256,257,7103077,7103076,1,7103077,positive,negative,False,True,True,14.776038628411124,-15.45268856341113,0.0620880656803594,0.0630835742905236,0.0,0.0009955086101641,False,False,False,True,False,True,False,True,True,0.005544147250870612,0.9842192104464547,1.4078405738808688e-07,1.0,15.776038628411124,1.0,248.88339480511993,0.9842192104464547,0.0,0.015780789553543815,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00257,258,179145961,179143998,1963,179145961,negative,negative,False,True,True,-157.64794417599842,-1402.1072909315062,0.0876282709656389,0.0992292790633997,0.0064071073075682,0.0051939007901924,False,False,False,False,False,True,True,True,True,-0.011778359374410392,0.8830888603922167,1.0957545395064753e-05,1.0,19.003711456108032,44.30575583375144,16000.627143280099,0.8830888603922167,0.06456871770150181,0.05234242190627935,1025<=h<=8192,100M<=p<500M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00258,259,1512751,1512750,1,1512751,positive,negative,False,True,True,13.22944040553211,-13.90609034053216,0.068679860471675,0.0718102487098728,0.0,0.0031303882381978,False,False,False,True,False,True,False,True,True,0.010756172287243706,0.9564075003994879,6.610473237168576e-07,1.0,14.22944040553211,1.0,202.4769742545898,0.9564075003994879,0.0,0.043592499600512036,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00259,260,108586733,108586732,1,108586733,positive,negative,False,True,True,17.503059794097258,-18.17970972909734,0.0531006503458317,0.0543474529340776,0.0,0.0012468025882458,False,False,False,True,False,True,False,True,True,0.0016796762944191982,0.9770586748608395,9.209228166022823e-09,1.0,18.503059794097258,1.0,342.3632217439384,0.9770586748608395,0.0,0.022941325139158725,h=1,100M<=p<500M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00260,261,3284137,3284136,1,3284137,positive,negative,False,True,True,14.004614466102092,-14.681264401102112,0.0652099366280215,0.0686459109048948,5.049641012330126e-16,0.0034359742768727,False,False,False,True,False,True,False,True,True,0.007727882759787785,0.9499464100398689,3.044939964441191e-07,1.0,15.004614466102092,1.0,225.13845527636016,0.9499464100398689,7.356069641680669e-15,0.050053589960122415,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00261,262,7118317,7118316,1,7118317,positive,negative,False,True,True,14.77818187904236,-15.454831814042336,0.0620798083191851,0.0645287401420676,0.0,0.0024489318228824,False,False,False,True,False,True,False,True,True,0.005539012496662818,0.9620489751157255,1.4048264498476255e-07,1.0,15.778181879042359,1.0,248.95102340814066,0.9620489751157255,0.0,0.0379510248842731,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00262,263,39693439,39693438,1,39693439,positive,negative,False,True,True,16.496696467516113,-17.173346402516017,0.0560974105369326,0.0588645021490785,0.0,0.0027670916121458,False,False,False,True,False,True,False,True,True,0.002618409813232597,0.9529921852538896,2.5193080397997262e-08,1.0,17.496696467516113,1.0,306.13438727639084,0.9529921852538896,0.0,0.047007814746108705,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00263,264,31039823,31039822,1,31039823,positive,negative,False,True,True,16.250781550943447,-16.927431485943544,0.0568818238780469,0.0576298658887291,1.5281029932752637e-15,0.0007480420106806,False,False,False,True,False,True,False,True,True,0.002916853616031227,0.9870198897889766,3.2216678555158e-08,1.0,17.250781550943447,1.0,297.5894641183708,0.9870198897889766,2.6515817271303432e-14,0.012980110210995608,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
