candidate_id,block_id,x,y,h,p_star,E_theta,E_theta_sign,Q_R2Q,near_forbidden_flag,forbidden_flag,negative_transfer_flag,positive_harmless_flag,channel_full,channel_inferred,O2_applicable_flag,B3_applicable_flag,B2_active_flag,finite_certificate_flag,coordinate_available_flag,valid_scale_flag,post_P0_flag,tail_flag,theta_negative_flag,theta_positive_flag,dangerous_coordinate_flag,finite_certificate_excluded_flag,negative_channel_flag,channel_compatible_flag,positive_channel_conflict_flag,finite_certificate_unresolved_flag,missing_channel_flag,failure_type,status
cand_00410,411.0,179435749,179435746.0,3.0,179436077.0,35.010655503905085,positive,0.0608113493141144,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00411,412.0,1511563,1511562.0,1.0,1511563.0,13.228654772782928,positive,0.0706974408897726,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00412,413.0,108593347,108593346.0,1.0,108593347.0,17.503120702077418,positive,0.0546182774138054,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00413,414.0,179407799,179407294.0,505.0,179407799.0,-48.87590784572831,negative,0.0551196856546969,False,False,True,False,negative_transferred_repaid,neutral,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,,pass
cand_00414,415.0,17640599,17640598.0,1.0,17640599.0,15.685713564882494,positive,0.0611881261978987,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00415,416.0,30371023,30371022.0,1.0,30371023.0,16.228999521011747,positive,0.0596340487654195,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00416,417.0,4991237,4991236.0,1.0,4991237.0,14.4231943327982,positive,0.0657125416893429,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00417,418.0,30400031,30400030.0,1.0,30400031.0,16.22995418611277,positive,0.0580098213946896,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00418,419.0,109592159,109592158.0,1.0,109592159.0,17.512276387948138,positive,0.0538415692856274,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00419,420.0,1512517,1512516.0,1.0,1512517.0,13.229285708493393,positive,0.0708371017721546,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00420,421.0,179641801,179641800.0,1.0,179641801.0,18.006475431740324,positive,0.0535518097468465,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00421,422.0,187430753,187430752.0,1.0,187430753.0,18.04892001782697,positive,0.0533821363327469,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00422,423.0,1197103,1197102.0,1.0,1197103.0,12.995415029292625,positive,0.0725973533181587,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00423,424.0,178906843,178906839.0,4.0,178907011.0,34.004751585154295,positive,0.0537613436683464,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00424,425.0,108843373,108842535.0,838.0,108843373.0,-42.267090202042255,negative,0.0705332046108587,False,False,True,False,negative_transferred_repaid,neutral,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,,pass
cand_00425,426.0,1198103,1198102.0,1.0,1198103.0,12.996250030589469,positive,0.0716439824546732,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00426,427.0,108829177,108829176.0,1.0,108829177.0,17.5052900273906,positive,0.0544294247853158,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00427,428.0,109588771,109588770.0,1.0,109588771.0,17.51224547284982,positive,0.0537769958239419,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00428,429.0,108831199,108831195.0,4.0,108831299.0,33.01061719521155,positive,0.055060010476967,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00429,430.0,1190983,1190982.0,1.0,1190983.0,12.990289574516003,positive,0.072546546180588,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00430,431.0,39691187,39691186.0,1.0,39691187.0,16.496639731089576,positive,0.0580269088590896,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00431,432.0,604813747,604812190.0,1557.0,604813747.0,-101.12905906513606,negative,0.0809591793277333,False,False,True,False,negative_transferred_repaid,neutral,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,,pass
cand_00432,433.0,40864661,40864660.0,1.0,40864661.0,16.52577621329047,positive,0.0575819322666712,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00433,434.0,30360431,30360430.0,1.0,30360431.0,16.22865070670187,positive,0.0588814400924941,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00434,435.0,30360047,30360046.0,1.0,30360047.0,16.228638058580096,positive,0.0581421661772224,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00435,436.0,109496869,109496868.0,1.0,109496869.0,17.51140651320472,positive,0.0551035992031224,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00436,437.0,187505317,187505316.0,1.0,187505317.0,18.04931776030601,positive,0.0530690201586509,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00437,438.0,12837337,12837336.0,1.0,12837337.0,15.367868435962098,positive,0.0612899637796794,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00438,439.0,12830437,12830436.0,1.0,12830437.0,15.367330796806776,positive,0.0626960586435312,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00439,440.0,39623959,39623958.0,1.0,39623959.0,16.494944518523248,positive,0.0579331348020495,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00440,441.0,17992691,17992690.0,1.0,17992691.0,15.705476177842002,positive,0.0612759643063083,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00441,442.0,39646073,39646072.0,1.0,39646073.0,16.49550245952606,positive,0.0571023960704463,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00442,443.0,604711937,604711166.0,771.0,604711937.0,-83.51108885949861,negative,0.0595213337383874,False,False,True,False,negative_transferred_repaid,neutral,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,,pass
cand_00443,444.0,178895309,178895308.0,1.0,178895413.0,18.00231132678245,positive,0.0530953390628619,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00444,445.0,179382103,179382099.0,4.0,179382319.0,34.01005747345147,positive,0.0531359360204135,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00445,446.0,3242093,3242092.0,1.0,3242093.0,13.99172966686262,positive,0.0681785423845579,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00446,447.0,1192097,1192096.0,1.0,1192097.0,12.991224499135525,positive,0.072182493775885,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00447,448.0,179438731,179438730.0,1.0,179438731.0,18.00534437614944,positive,0.0535246964138259,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00448,449.0,178913599,178913595.0,4.0,178913689.0,34.00482710906792,positive,0.0532662829880072,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00449,450.0,1511597,1511596.0,1.0,1511597.0,13.228677265803476,positive,0.0712006740325232,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00450,451.0,1199767,1199766.0,1.0,1199767.0,12.997637929238774,positive,0.073442667720498,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00451,452.0,179433593,179433592.0,1.0,179433593.0,18.00531574201046,positive,0.053478344253127,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00452,453.0,180641719,180641716.0,3.0,180641999.0,35.02405233789855,positive,0.0607003725406591,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00453,454.0,604143557,604142790.0,767.0,604143557.0,-59.3237404284406,negative,0.0613546266448391,False,False,True,False,negative_transferred_repaid,neutral,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,,pass
cand_00454,455.0,230891,230890.0,1.0,230891.0,11.349701016670412,positive,0.0812431088851837,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00455,456.0,30775091,30775090.0,1.0,30775091.0,16.24221618697599,positive,0.0592299076839352,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00456,457.0,12783817,12783816.0,1.0,12783817.0,15.363690632117276,positive,0.0622910070873101,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00457,458.0,109709671,109709668.0,3.0,109709861.0,34.026696141718304,positive,0.063077134089216,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00458,459.0,40861831,40861830.0,1.0,40861831.0,16.52570695790138,positive,0.0574831963320775,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00459,460.0,178299031,178299027.0,4.0,178299217.0,33.99794528509872,positive,0.0536908999369261,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00460,461.0,33487507,33487506.0,1.0,33487507.0,16.3266830018682,positive,0.0575407317020136,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00461,462.0,17594867,17594866.0,1.0,17594867.0,15.68311776974364,positive,0.0600786871028681,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00462,463.0,604208350,604207847.0,503.0,604208581.0,-17.733697378940747,negative,0.0555703834394379,False,False,True,False,negative_transferred_repaid,neutral,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,,pass
cand_00463,464.0,109593397,109593396.0,1.0,109593397.0,17.51228768431294,positive,0.054101887905503,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00464,465.0,40864853,40864852.0,1.0,40864853.0,16.52578091171557,positive,0.0570730258776849,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00465,466.0,33862469,33862468.0,1.0,33862469.0,16.337817849908106,positive,0.0578902569502811,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00466,467.0,30400417,30400416.0,1.0,30400417.0,16.229966883387636,positive,0.0588312415358487,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00467,468.0,31039963,31039962.0,1.0,31039963.0,16.250786061268272,positive,0.0583303218485938,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00468,469.0,30802151,30802150.0,1.0,30802151.0,16.243095083167603,positive,0.0592880023223457,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00469,470.0,33904141,33904140.0,1.0,33904141.0,16.33904771828289,positive,0.0581891914296216,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00470,471.0,187509061,187509060.0,1.0,187509061.0,18.049337727540443,positive,0.0522625737058333,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00471,472.0,33388783,33388782.0,1.0,33388783.0,16.323730563217257,positive,0.0589474946578349,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00472,473.0,109490539,109490538.0,1.0,109490539.0,17.511348701661493,positive,0.0545556595614845,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00473,474.0,39691573,39691572.0,1.0,39691573.0,16.49664945612307,positive,0.0584362579013333,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00474,475.0,17585857,17585856.0,1.0,17585857.0,15.682605557419812,positive,0.0607320488763139,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00475,476.0,59141,59140.0,1.0,59141.0,9.987679702292931,positive,0.091902998374857,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00476,477.0,17998327,17998326.0,1.0,17998327.0,15.705789367096394,positive,0.060032945144278,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00477,478.0,12895963,12895962.0,1.0,12895963.0,15.372424874617732,positive,0.0621454033244644,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00478,479.0,30795049,30795048.0,1.0,30795049.0,16.24286448826941,positive,0.0587764106373514,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00479,480.0,12422209,12422208.0,1.0,12422209.0,15.334996476947772,positive,0.0626318690183186,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00480,481.0,33877339,33877338.0,1.0,33877339.0,16.33825688275092,positive,0.0574697978033588,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00481,482.0,178037333,178037332.0,1.0,178037333.0,17.997503822219905,positive,0.0526050690035047,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00482,483.0,33453599,33453598.0,1.0,33453599.0,16.325669932173774,positive,0.0582047066805612,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00483,484.0,33486469,33486468.0,1.0,33486469.0,16.326652004753736,positive,0.0590543775726441,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00484,485.0,30788267,30788266.0,1.0,30788267.0,16.242644233808694,positive,0.0592444114270652,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00485,486.0,179621503,179621500.0,3.0,179621809.0,35.01272485653976,positive,0.0607185564329466,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00486,487.0,109567753,109567750.0,3.0,109567891.0,34.02410731121271,positive,0.062415968235633,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00487,488.0,108563857,108563856.0,1.0,108563857.0,17.502849101599622,positive,0.054996504598093,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00488,489.0,12883709,12883708.0,1.0,12883709.0,15.371474203024786,positive,0.0626855439789416,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00489,490.0,1196177,1196176.0,1.0,1196177.0,12.994641195853822,positive,0.0723425694553522,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00490,491.0,30805079,30805078.0,1.0,30805079.0,16.243190136946268,positive,0.059199372758358,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00491,492.0,40864429,40864428.0,1.0,40864429.0,16.525770535997356,positive,0.0574003500361583,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00492,493.0,30776687,30776686.0,1.0,30776687.0,16.24226804575415,positive,0.0575172282560766,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00493,494.0,3440929,3440928.0,1.0,3440929.0,14.05125205102998,positive,0.067330432211459,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00494,495.0,33475061,33475060.0,1.0,33475061.0,16.326311271795266,positive,0.0589771353560745,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00495,496.0,7051189,7051188.0,1.0,7051189.0,14.768706813050487,positive,0.0641413382477075,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00496,497.0,109712789,109712788.0,1.0,109712789.0,17.513376500036497,positive,0.0538341563467544,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00497,498.0,12784687,12784686.0,1.0,12784687.0,15.363758684593112,positive,0.0623343985337305,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00498,499.0,7047823,7047822.0,1.0,7047823.0,14.768229332775425,positive,0.0635363577559428,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00499,500.0,30849131,30849130.0,1.0,30849131.0,16.244619139361394,positive,0.0582246638945879,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00500,501.0,33921049,33921048.0,1.0,33921049.0,16.339546294117334,positive,0.0589798781115919,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00501,502.0,3454387,3454386.0,1.0,3454387.0,14.05515557541925,positive,0.0679790673252031,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00502,503.0,108585611,108585610.0,1.0,108585611.0,17.50304946128987,positive,0.0539363070407058,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00503,504.0,109595947,109595946.0,1.0,109595947.0,17.51231095186741,positive,0.0549182451089935,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00504,505.0,30816259,30816258.0,1.0,30816259.0,16.24355299826949,positive,0.0592946600278837,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00505,506.0,109494731,109494730.0,1.0,109494731.0,17.511386987341627,positive,0.0542490598802129,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00506,507.0,33844543,33844542.0,1.0,33844543.0,16.337288333100634,positive,0.0580375180528237,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00507,508.0,356287,356286.0,1.0,356287.0,11.78349186482108,positive,0.079146666755995,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00508,509.0,187493880,187493471.0,409.0,187493959.0,-8.965630290394472,negative,0.0527000394631234,False,False,True,False,negative_transferred_repaid,neutral,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,,pass
cand_00509,510.0,109637959,109637958.0,1.0,109637959.0,17.51269421375678,positive,0.0539602066688582,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00510,511.0,30824461,30824460.0,1.0,30824461.0,16.24381912105483,positive,0.0591672091169923,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00511,512.0,3440893,3440892.0,1.0,3440893.0,14.051241588684398,positive,0.0667862835392073,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00512,513.0,33413521,33413518.0,3.0,33413579.0,31.64894233292109,positive,0.0672557489636599,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00513,514.0,33925271,33925270.0,1.0,33925271.0,16.339670751862588,positive,0.0576781537726849,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00514,515.0,17988973,17988972.0,1.0,17988973.0,15.70526951702647,positive,0.0612996030095636,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00515,516.0,108563101,108563100.0,1.0,108563101.0,17.50284213793185,positive,0.0539925958935485,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00516,517.0,30819307,30819306.0,1.0,30819307.0,16.243651902204352,positive,0.0592365302710272,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00517,518.0,179148961,179148960.0,1.0,179148961.0,18.00372820208916,positive,0.0522904782391367,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00518,519.0,179651309,179651308.0,1.0,179651309.0,18.006528357887458,positive,0.0530909043365744,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00519,520.0,179378389,179378386.0,3.0,179378513.0,35.01001606420933,positive,0.0607122453167207,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00520,521.0,3452957,3452956.0,1.0,3452957.0,14.054741523355116,positive,0.0671528393559398,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00521,522.0,33913889,33913888.0,1.0,33913889.0,16.339335193459245,positive,0.0584378328293779,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00522,523.0,179152973,179152972.0,1.0,179152973.0,18.00375059660964,positive,0.0538687959944211,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00523,524.0,179663573,179663572.0,1.0,179663573.0,18.00659662113298,positive,0.0534388495763542,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00524,525.0,40862021,40862020.0,1.0,40862021.0,16.52571160770668,positive,0.0578255929598368,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00525,526.0,179146273,179146269.0,4.0,179146433.0,34.0074263842422,positive,0.0531778236195784,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00526,527.0,113356141,113356140.0,1.0,113356141.0,17.546045110777136,positive,0.0543127915521944,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00527,528.0,12787051,12787050.0,1.0,12787051.0,15.363943576211096,positive,0.0623841782535297,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00528,529.0,30775463,30775462.0,1.0,30775463.0,16.242228274600745,positive,0.0589936799309258,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00529,530.0,30372257,30372256.0,1.0,30372257.0,16.229040151020538,positive,0.0585621346261097,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00530,531.0,30405521,30405520.0,1.0,30405521.0,16.230134761729122,positive,0.0588415207934629,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00531,532.0,604687003,604687002.0,1.0,604687003.0,19.220221531709992,positive,0.0495970487553804,False,False,False,True,positive_harmless,positive_harmless,True,True,True,False,True,True,True,False,False,True,False,False,True,True,False,False,False,,pass
cand_00532,533.0,1516817,1516816.0,1.0,1516817.0,13.232124618225994,positive,0.0719952590113774,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
cand_00533,534.0,109710431,109710430.0,1.0,109710431.0,17.51335500732484,positive,0.0537419808709699,False,False,False,True,positive_harmless,positive_harmless,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,,pass
