block_id,y,h,p_star,E_theta,E_theta_sign,delta_D_raw,Q_delta_D_best,Q_exc_best,Q_R2Q,Q_R2Q_formula,formula_residual,sign_consistent,sign_inconsistent_flag,sign_inconsistent_positive_harmless,neg_transfer_antecedent,neg_transfer_prim_pass,neg_transfer_prim_violation,pos_harm_antecedent,pos_harm_prim_pass,pos_harm_prim_violation,pos_harm_instrumentation_gap,route_A_alpha,primitive_full_available,row_status,channel
305,30386676,13,30386821,55.9180601763964,positive,-66.33657441749074,0.06197763933326081,0.017288010859361377,0.0656901337841472,0.07926565019262219,-0.013575516408474986,0.0,True,1.0,False,1.0,False,True,1.0,False,False,,True,sign_inconsistent_positive_harmless,positive_harmless
306,17997750,1,17997751,15.705757363609788,positive,,,,0.0614815788836374,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
307,17642590,1,17642591,15.68582647984297,positive,,,,0.0615114980157123,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
308,2275512,1,2275513,13.637716079452618,positive,,,,0.0691152327817433,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
309,108833866,973,108834839,-84.74379677806667,negative,-688.3129050843572,0.06443699188399456,0.0033723912730158666,0.0759633517847871,0.06780938315701042,0.008153968627776675,1.0,False,,False,1.0,False,False,,False,False,9.575177985987297,True,primitive_full_pass,negative_transferred_repaid
310,3459472,1,3459473,14.056626823294508,positive,,,,0.0675533283624984,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
311,1516758,1,1516759,13.232086379526844,positive,,,,0.0704701582316363,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
312,12785932,1,12785933,15.363856140188712,positive,,,,0.0626516042594357,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
313,33868272,1,33868273,16.33798923441809,positive,,,,0.0584495095176475,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
314,30402366,1,30402367,16.23003102518748,positive,,,,0.0585071691732537,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
315,33926350,3,33926539,31.67940523101436,positive,,,,0.0662381750517639,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
316,604433380,1183,604434563,-212.4494583474634,negative,-727.5709528394036,0.051740318542925205,0.003618541467533499,0.0706267903397897,0.055358860010458706,0.015267930329330999,1.0,False,,False,1.0,False,False,,False,False,4.674768359314331,True,primitive_full_pass,negative_transferred_repaid
317,12783492,1,12783493,15.36366528725307,positive,,,,0.0614653493746613,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
318,30820420,1,30820421,16.24368804772401,positive,,,,0.0586821462517961,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
319,109684920,1,109684921,17.51312245909733,positive,,,,0.0544238599579058,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
320,604700469,2150,604702619,-249.2969172381811,negative,-1459.161415153525,0.07696817320378503,0.0032712471962181803,0.0924905344982734,0.08023942040000322,0.012251114098270177,1.0,False,,False,1.0,False,False,,False,False,7.033516962356367,True,primitive_full_pass,negative_transferred_repaid
321,109470995,14,109471171,60.04468101919571,positive,-71.26896250889331,0.05558640612626561,0.010267555200510526,0.0605347509168848,0.06585396132677614,-0.005319210409891334,0.0,True,1.0,False,1.0,False,True,1.0,False,False,,True,sign_inconsistent_positive_harmless,positive_harmless
322,39669378,1,39669379,16.496090138221277,positive,,,,0.0582727770264986,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
323,179438217,4,179438351,34.01068305675338,positive,,,,0.0532141645529486,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
324,109683630,1,109683631,17.51311069806788,positive,,,,0.055032164231841,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
325,1190200,1,1190201,12.989632758387462,positive,,,,0.0715945211420518,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
326,187501386,1,187501387,18.04929680068071,positive,,,,0.0525393820764277,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
327,109497076,3,109497203,34.02281684386655,positive,,,,0.0638594994842023,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
328,33488866,3,33489013,31.65344728612889,positive,,,,0.0671490711147243,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
329,109452148,3,109452269,34.021996050826246,positive,,,,0.0627535154340644,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
330,187418830,1083,187419913,-73.41046525155639,negative,-787.0428884391849,0.0659092077597731,0.004472420153857604,0.0766870226372487,0.0703816279136307,0.006305394723618005,1.0,False,,False,1.0,False,False,,False,False,12.474300674850786,True,primitive_full_pass,negative_transferred_repaid
331,33415938,1,33415939,16.324543559684656,positive,,,,0.0587411588277256,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
332,40835098,1,40835099,16.525052539162417,positive,,,,0.0578586384299054,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
333,445000,1,445001,12.005831808336865,positive,,,,0.0776707266078231,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
334,40836460,1,40836461,16.525085892265995,positive,,,,0.0572224328808061,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
335,604682818,2559,604685377,-132.574005324258,negative,-1900.7429405446544,0.09190021765388319,0.005256423941580636,0.103142612325526,0.09715664159546383,0.005985970730062171,1.0,False,,False,1.0,False,False,,False,False,16.09113192833216,True,primitive_full_pass,negative_transferred_repaid
336,12842770,1,12842771,15.368291642911316,positive,,,,0.0614933608736022,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
337,3454738,1,3454739,14.055257469638663,positive,,,,0.0678335682776829,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
338,108591025,712,108591737,-45.88831219329336,negative,-519.7337882343145,0.05689206360445941,0.004711649811450903,0.0670776998596762,0.06160371341591032,0.005473986443765878,1.0,False,,False,1.0,False,False,,False,False,13.353814596781376,True,primitive_full_pass,negative_transferred_repaid
339,108529950,1,108530069,17.50253673893403,positive,,,,0.0549969698681508,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
340,40882770,1,40882771,16.526219285319847,positive,,,,0.0576333796617081,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
341,7102456,1,7102457,14.775951338485887,positive,,,,0.0646932136535411,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
342,40863879,4,40864051,31.05151430036597,positive,,,,0.0574566735917498,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
343,1518238,1,1518239,13.233061668549976,positive,,,,0.07170621495335,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
344,109596735,482,109597217,-74.72895699034427,negative,-308.14794080563934,0.04095566047711019,0.006252848752278183,0.0542204176570948,0.04720850922938837,0.00701190842770643,1.0,False,,False,1.0,False,False,,False,False,5.459077674774791,True,primitive_full_pass,negative_transferred_repaid
345,31018450,3,31018529,31.500185622358515,positive,,,,0.0692098295960013,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
346,40845352,1,40845443,16.525303615149454,positive,,,,0.0574305097109247,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
347,177979051,682,177979733,-55.09311664328777,negative,-486.9858554314424,0.05167088183026705,0.003496875571972935,0.064256989998171,0.05516775740223999,0.009089232595931016,1.0,False,,False,1.0,False,False,,False,False,10.992424983226284,True,primitive_full_pass,negative_transferred_repaid
348,12783282,1,12783283,15.363648859683163,positive,,,,0.0626209646339798,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
349,7051326,1,7051327,14.768726384026335,positive,,,,0.0640096837074059,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
350,178894798,3,178894987,35.0046169630778,positive,,,,0.0624748732312566,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
351,33843568,1,33843569,16.337259554044127,positive,,,,0.0573142485737193,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
352,109712340,1,109712341,17.51337241663912,positive,,,,0.0539020807162376,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
353,179664508,1,179664509,18.00660183085661,positive,,,,0.0530489105874725,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
354,30784618,1,30784619,16.242525740093644,positive,,,,0.0583295511087164,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
355,33843946,1,33843947,16.337270723016555,positive,,,,0.0578346580287957,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
356,33821502,7,33821677,45.00982232048878,positive,-50.57271092048859,0.06359730769159669,0.015533782293435537,0.0654611569085146,0.07913108998503222,-0.01366993307651762,0.0,True,1.0,False,1.0,False,True,1.0,False,False,,True,sign_inconsistent_positive_harmless,positive_harmless
357,30978316,1,30978317,16.24879806610611,positive,,,,0.058206963587266,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
358,2275026,1,2275027,13.63750247842863,positive,,,,0.0701677034244439,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
359,109548912,1,109548913,17.511881701546663,positive,,,,0.0540412935367529,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
360,33487676,504,33488281,-1.5258205110753806,negative,-399.1853001142031,0.059228025335701866,0.004524901738592834,0.0702213435707402,0.0637529270742947,0.0064684164964455,1.0,False,,False,1.0,False,False,,False,False,310.17941510281213,True,primitive_full_pass,negative_transferred_repaid
361,33862647,4,33862799,30.67564639008905,positive,,,,0.0585493445209605,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
362,3441016,1,3441017,14.051277625191709,positive,,,,0.0664152882950914,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
363,17998026,1,17998027,15.70577269874159,positive,,,,0.0607228067308972,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
364,12783556,1,12783557,15.36367029369691,positive,,,,0.0625314742892232,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
365,1196652,1,1196653,12.995039051118322,positive,,,,0.071617662491785,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
366,178000300,1,178000301,17.99729579926617,positive,,,,0.0530150818740687,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
367,444928,1,444929,12.005669997857035,positive,,,,0.0781852146270972,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
368,108530370,1,108530371,17.50254060882601,positive,,,,0.0550780849806609,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
369,33877068,1,33877069,16.33824891278976,positive,,,,0.0580315698450999,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
370,179411668,3,179411909,35.01038711128105,positive,,,,0.0609062405598658,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
371,30801702,1,30801703,16.243080538623037,positive,,,,0.0590182314704876,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
372,179380240,1,179380241,18.005018362169785,positive,,,,0.0524959052411155,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
373,1198288,1,1198289,12.996405263957271,positive,,,,0.0723746919761434,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
374,30339892,1,30339893,16.22797400518101,positive,,,,0.0584872273607094,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
375,33866070,1,33866071,16.337924215703186,positive,,,,0.0578606794756717,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
376,15936,1,15937,8.676398728859631,positive,,,,0.1034376505744083,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
377,187426768,939,187427707,-24.65274645334739,negative,-721.3557811583332,0.06487490651022147,0.007160848019296188,0.0744485929586305,0.07203575452951766,0.002412838429112843,1.0,False,,False,1.0,False,False,,False,False,33.578706059883416,True,primitive_full_pass,negative_transferred_repaid
378,108563562,1,108563563,17.502846393512364,positive,,,,0.054274460944475,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
379,604678930,2583,604681513,-197.01518438104904,negative,-1855.401426915501,0.08929029430091015,0.0026467580587345788,0.1005708971627918,0.09193705235964472,0.008633844803147078,1.0,False,,False,1.0,False,False,,False,False,10.607334312162704,True,primitive_full_pass,negative_transferred_repaid
380,3280746,1,3280747,14.00358169833306,positive,,,,0.0681975726185681,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
381,22053060,1,22053061,15.908961971084082,positive,,,,0.0603424434897043,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
382,604363228,1803,604365031,-144.9856360139354,negative,-1287.5809733347232,0.07416990919884546,0.00648372787876027,0.0869939928500895,0.08065363707760573,0.006340355772483777,1.0,False,,False,1.0,False,False,,False,False,10.416242680178303,True,primitive_full_pass,negative_transferred_repaid
383,31019392,1,31019393,16.250123147500577,positive,,,,0.0578361073290868,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
384,30977830,1,30977831,16.248782377590423,positive,,,,0.0578287310274751,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
385,7048858,1,7048859,14.76837631771867,positive,,,,0.0650198321388196,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
386,4995778,1,4995779,14.42410391386088,positive,,,,0.0665766157119201,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
387,12802552,1,12802553,15.365155162126715,positive,,,,0.061787082836556,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
388,30333336,1,30333337,16.22775789669213,positive,,,,0.0585540342059468,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
389,12783646,1,12783647,15.363677333966155,positive,,,,0.0620305679197299,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
390,179409772,1,179409773,18.00518298213642,positive,,,,0.0528986214654153,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
391,12807942,1,12807943,15.36557608330525,positive,,,,0.0627475897600344,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
392,3439378,1,3439379,14.050801489797482,positive,,,,0.0675932165846349,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
393,30801246,1,30801247,16.243065734137215,positive,,,,0.0584941961271208,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
394,3277456,1,3277457,14.002578374778016,positive,,,,0.0667620359967211,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
395,33870358,1,33870359,16.33805082408824,positive,,,,0.0592817646450739,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
396,1196398,1,1196399,12.994826769896724,positive,,,,0.073189163234131,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
397,7049758,1,7049759,14.76850398980699,positive,,,,0.0639775221679599,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
398,39691852,1,39691853,16.49665651049233,positive,,,,0.0570431336777607,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
399,3266670,1,3266671,13.999281981502422,positive,,,,0.0678918946863361,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
400,31019925,4,31019993,30.5002807892536,positive,,,,0.058517488803213,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
401,617428,1,617429,12.333319361116503,positive,,,,0.0738358982563811,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
402,1518622,1,1518623,13.233314561175357,positive,,,,0.0714560474941763,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
403,30418938,1,30418939,16.230575965817664,positive,,,,0.0579128565004976,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
404,180627380,987,180628367,-74.42642537397955,negative,-709.5216761226675,0.062481818568781454,0.002885187462367023,0.0719233861912456,0.06536700603114848,0.006556380160097117,1.0,False,,False,1.0,False,False,,False,False,10.973747716205331,True,primitive_full_pass,negative_transferred_repaid
405,33844780,1,33844781,16.337295365228773,positive,,,,0.059041266201577,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
406,1189150,1,1189151,12.988750165086293,positive,,,,0.0720468489481977,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
407,3439062,1,3439063,14.050709608525468,positive,,,,0.0681046044048134,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
408,910276,1,910277,12.721504227778484,positive,,,,0.0749287563478817,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
409,40841362,1,40841363,16.52520592484683,positive,,,,0.0586737489929136,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
410,1517916,1,1517917,13.232849558236008,positive,,,,0.0705537248388434,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
411,179435746,3,179436077,35.010655503905085,positive,,,,0.0608113493141144,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
412,1511562,1,1511563,13.228654772782928,positive,,,,0.0706974408897726,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
413,108593346,1,108593347,17.503120702077418,positive,,,,0.0546182774138054,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
414,179407294,505,179407799,-48.87590784572831,negative,-352.2875416484185,0.04340182465808785,0.005202184808100075,0.0551196856546969,0.048604009466187925,0.006515676188508977,1.0,False,,False,1.0,False,False,,False,False,9.153795202873665,True,primitive_full_pass,negative_transferred_repaid
415,17640598,1,17640599,15.685713564882494,positive,,,,0.0611881261978987,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
416,30371022,1,30371023,16.228999521011747,positive,,,,0.0596340487654195,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
417,4991236,1,4991237,14.4231943327982,positive,,,,0.0657125416893429,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
418,30400030,1,30400031,16.22995418611277,positive,,,,0.0580098213946896,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
419,109592158,1,109592159,17.512276387948138,positive,,,,0.0538415692856274,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
420,1512516,1,1512517,13.229285708493393,positive,,,,0.0708371017721546,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
421,179641800,1,179641801,18.006475431740324,positive,,,,0.0535518097468465,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
422,187430752,1,187430753,18.04892001782697,positive,,,,0.0533821363327469,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
423,1197102,1,1197103,12.995415029292625,positive,,,,0.0725973533181587,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
424,178906839,4,178907011,34.004751585154295,positive,,,,0.0537613436683464,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
425,108842535,838,108843373,-42.267090202042255,negative,-623.5230392004587,0.06289738383355278,0.003393589863900551,0.0705332046108587,0.06629097369745333,0.004242230913405365,1.0,False,,False,1.0,False,False,,False,False,16.542882649920223,True,primitive_full_pass,negative_transferred_repaid
426,1198102,1,1198103,12.996250030589469,positive,,,,0.0716439824546732,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
427,108829176,1,108829177,17.5052900273906,positive,,,,0.0544294247853158,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
428,109588770,1,109588771,17.51224547284982,positive,,,,0.0537769958239419,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
429,108831195,4,108831299,33.01061719521155,positive,,,,0.055060010476967,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
430,1190982,1,1190983,12.990289574516003,positive,,,,0.072546546180588,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
431,39691186,1,39691187,16.496639731089576,positive,,,,0.0580269088590896,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
432,604812190,1557,604813747,-101.12905906513606,negative,-1136.002312900042,0.07041320097547538,0.0057665882988697644,0.0809591793277333,0.07617978927434514,0.004779390053388163,1.0,False,,False,1.0,False,False,,False,False,12.915619991177163,True,primitive_full_pass,negative_transferred_repaid
433,40864660,1,40864661,16.52577621329047,positive,,,,0.0575819322666712,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
434,30360430,1,30360431,16.22865070670187,positive,,,,0.0588814400924941,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
435,30360046,1,30360047,16.228638058580096,positive,,,,0.0581421661772224,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
436,109496868,1,109496869,17.51140651320472,positive,,,,0.0551035992031224,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
437,187505316,1,187505317,18.04931776030601,positive,,,,0.0530690201586509,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
438,12837336,1,12837337,15.367868435962098,positive,,,,0.0612899637796794,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
439,12830436,1,12830437,15.367330796806776,positive,,,,0.0626960586435312,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
440,39623958,1,39623959,16.494944518523248,positive,,,,0.0579331348020495,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
441,17992690,1,17992691,15.705476177842002,positive,,,,0.0612759643063083,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
442,39646072,1,39646073,16.49550245952606,positive,,,,0.0571023960704463,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
443,604711166,771,604711937,-83.51108885949861,negative,-529.020330384823,0.04659846205099165,0.006267633781171447,0.0595213337383874,0.0528660958321631,0.006655237906224305,1.0,False,,False,1.0,False,False,,False,False,8.091504630327075,True,primitive_full_pass,negative_transferred_repaid
444,178895308,1,178895413,18.00231132678245,positive,,,,0.0530953390628619,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
445,179382099,4,179382319,34.01005747345147,positive,,,,0.0531359360204135,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
446,3242092,1,3242093,13.99172966686262,positive,,,,0.0681785423845579,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
447,1192096,1,1192097,12.991224499135525,positive,,,,0.072182493775885,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
448,179438730,1,179438731,18.00534437614944,positive,,,,0.0535246964138259,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
449,178913595,4,178913689,34.00482710906792,positive,,,,0.0532662829880072,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
450,1511596,1,1511597,13.228677265803476,positive,,,,0.0712006740325232,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
451,1199766,1,1199767,12.997637929238774,positive,,,,0.073442667720498,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
452,179433592,1,179433593,18.00531574201046,positive,,,,0.053478344253127,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
453,180641716,3,180641999,35.02405233789855,positive,,,,0.0607003725406591,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
454,604142790,767,604143557,-59.3237404284406,negative,-549.8922565899411,0.04856760944732331,0.006733420826846501,0.0613546266448391,0.05530103027416981,0.006053596370669288,1.0,False,,False,1.0,False,False,,False,False,11.7098051442529,True,primitive_full_pass,negative_transferred_repaid
455,230890,1,230891,11.349701016670412,positive,,,,0.0812431088851837,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
456,30775090,1,30775091,16.24221618697599,positive,,,,0.0592299076839352,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
457,12783816,1,12783817,15.363690632117276,positive,,,,0.0622910070873101,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
458,109709668,3,109709861,34.026696141718304,positive,,,,0.063077134089216,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
459,40861830,1,40861831,16.52570695790138,positive,,,,0.0574831963320775,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
460,178299027,4,178299217,33.99794528509872,positive,,,,0.0536908999369261,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
461,33487506,1,33487507,16.3266830018682,positive,,,,0.0575407317020136,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
462,17594866,1,17594867,15.68311776974364,positive,,,,0.0600786871028681,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
463,604207847,503,604208581,-17.733697378940747,negative,-382.0148076699807,0.04166375290372632,0.00603335988273422,0.0555703834394379,0.04769711278646054,0.007873270652977354,1.0,False,,False,1.0,False,False,,False,False,28.732003514664967,True,primitive_full_pass,negative_transferred_repaid
464,109593396,1,109593397,17.51228768431294,positive,,,,0.054101887905503,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
465,40864852,1,40864853,16.52578091171557,positive,,,,0.0570730258776849,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
466,33862468,1,33862469,16.337817849908106,positive,,,,0.0578902569502811,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
467,30400416,1,30400417,16.229966883387636,positive,,,,0.0588312415358487,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
468,31039962,1,31039963,16.250786061268272,positive,,,,0.0583303218485938,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
469,30802150,1,30802151,16.243095083167603,positive,,,,0.0592880023223457,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
470,33904140,1,33904141,16.33904771828289,positive,,,,0.0581891914296216,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
471,187509060,1,187509061,18.049337727540443,positive,,,,0.0522625737058333,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
472,33388782,1,33388783,16.323730563217257,positive,,,,0.0589474946578349,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
473,109490538,1,109490539,17.511348701661493,positive,,,,0.0545556595614845,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
474,39691572,1,39691573,16.49664945612307,positive,,,,0.0584362579013333,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
475,17585856,1,17585857,15.682605557419812,positive,,,,0.0607320488763139,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
476,59140,1,59141,9.987679702292931,positive,,,,0.091902998374857,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
477,17998326,1,17998327,15.705789367096394,positive,,,,0.060032945144278,,,,False,,False,,False,False,,False,True,,False,instrumentation_gap,positive_harmless
