statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,scope,symbolic_or_conditional_or_certificate,v5_compatible,needs_repair
S0063,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,255,certificate-backed candidate coverage statement,142/142.,unspecified,unspecified,True,False
S0064,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,257,upper jump generation statement,4. Upper candidates are represented:,unspecified,unspecified,True,False
S0065,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,261,lower drift bracketing statement,5. Lower candidates are bracketed:,unspecified,unspecified,True,False
S0066,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,277,first-exit necessary condition,### Theorem Continuous FirstExit Candidate Selection,symbolic,symbolic,True,False
S0067,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,277,continuous candidate-selection claim,### Theorem Continuous FirstExit Candidate Selection,symbolic,symbolic,True,False
S0068,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,279,first-exit necessary condition,Let \(X_0\ge P_0\) be a continuous first exit of the selected RH-scale normalized error process.,unspecified,unspecified,True,False
S0069,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,279,continuous candidate-selection claim,Let \(X_0\ge P_0\) be a continuous first exit of the selected RH-scale normalized error process.,unspecified,unspecified,True,False
S0070,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,287,first-exit necessary condition,X_0\in\mathrm{FirstExit}_{post-P_0},unspecified,unspecified,True,False
S0071,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,295,lower drift bracketing statement,"For lower drift exits, the exact needed form is:",unspecified,unspecified,True,False
S0072,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,299,first-exit necessary condition,\text{every possible lower drift / continuous first-exit interval is bracketed by an audited lower candidate.},certificate,certificate,True,False
S0073,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,299,lower drift bracketing statement,\text{every possible lower drift / continuous first-exit interval is bracketed by an audited lower candidate.},certificate,certificate,True,False
S0074,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,299,continuous candidate-selection claim,\text{every possible lower drift / continuous first-exit interval is bracketed by an audited lower candidate.},certificate,certificate,True,False
S0075,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,307,gap safety statement,## 8. Why Coordinate Gaps Are Not Automatically Fatal,unspecified,unspecified,True,False
S0076,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,307,warning about sparse windows,## 8. Why Coordinate Gaps Are Not Automatically Fatal,unspecified,unspecified,True,False
S0077,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,309,gap safety statement,The audit found sparse candidate windows with coordinate gaps.,unspecified,unspecified,True,False
S0078,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,309,warning about sparse windows,The audit found sparse candidate windows with coordinate gaps.,unspecified,unspecified,True,False
S0079,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,311,warning about sparse windows,"This does not automatically fail the theorem, because the candidate universe may be a selected obstruction set, not a coordinate tiling.",symbolic,symbolic,True,False
S0080,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,316,first-exit necessary condition,"\text{if a coordinate gap contains no possible first-exit configuration, then it does not need a candidate row}.",unspecified,unspecified,True,False
S0081,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,319,warning about sparse windows,Therefore the missing proof is not necessarily “tile every coordinate.”,unspecified,unspecified,True,False
S0082,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,325,first-exit necessary condition,\text{candidate-generation completeness for first-exit configurations}.,unspecified,unspecified,True,False
S0083,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,329,FullFCL completeness claim,This is closer to a FullFCL completeness theorem than a geometric tiling theorem.,symbolic,symbolic,True,False
S0084,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,335,warning about sparse windows,This closure does not claim full continuous coordinate tiling.,unspecified,unspecified,True,False
S0085,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,349,candidate generator rule,"\text{audited post-}P_0\text{ candidate windows are completely covered, but candidate-selection completeness remains conditional}.",certificate,certificate,True,False
S0086,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,359,first-exit necessary condition,"> The Post-\(P_0\) ContinuousWindowSelection audit closes the audited theta-window candidate universe: 142/142 post-\(P_0\) windows are covered, with 120/120 upper candidates represented and 22/22 lower candidates bracketed. The \(P_0\) transition has no gap. However, the sparse windows are not a literal coordinate tiling; the remaining analytic theorem is t",symbolic,symbolic,True,False
S0087,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,359,upper jump generation statement,"> The Post-\(P_0\) ContinuousWindowSelection audit closes the audited theta-window candidate universe: 142/142 post-\(P_0\) windows are covered, with 120/120 upper candidates represented and 22/22 lower candidates bracketed. The \(P_0\) transition has no gap. However, the sparse windows are not a literal coordinate tiling; the remaining analytic theorem is t",symbolic,symbolic,True,False
S0088,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,359,lower drift bracketing statement,"> The Post-\(P_0\) ContinuousWindowSelection audit closes the audited theta-window candidate universe: 142/142 post-\(P_0\) windows are covered, with 120/120 upper candidates represented and 22/22 lower candidates bracketed. The \(P_0\) transition has no gap. However, the sparse windows are not a literal coordinate tiling; the remaining analytic theorem is t",symbolic,symbolic,True,False
S0089,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,359,continuous candidate-selection claim,"> The Post-\(P_0\) ContinuousWindowSelection audit closes the audited theta-window candidate universe: 142/142 post-\(P_0\) windows are covered, with 120/120 upper candidates represented and 22/22 lower candidates bracketed. The \(P_0\) transition has no gap. However, the sparse windows are not a literal coordinate tiling; the remaining analytic theorem is t",symbolic,symbolic,True,False
S0090,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,359,certificate-backed candidate coverage statement,"> The Post-\(P_0\) ContinuousWindowSelection audit closes the audited theta-window candidate universe: 142/142 post-\(P_0\) windows are covered, with 120/120 upper candidates represented and 22/22 lower candidates bracketed. The \(P_0\) transition has no gap. However, the sparse windows are not a literal coordinate tiling; the remaining analytic theorem is t",symbolic,symbolic,True,False
S0091,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,359,warning about sparse windows,"> The Post-\(P_0\) ContinuousWindowSelection audit closes the audited theta-window candidate universe: 142/142 post-\(P_0\) windows are covered, with 120/120 upper candidates represented and 22/22 lower candidates bracketed. The \(P_0\) transition has no gap. However, the sparse windows are not a literal coordinate tiling; the remaining analytic theorem is t",symbolic,symbolic,True,False
S0092,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,371,warning about sampled grid,> H-Exc sampled-grid estimates imply full-grid coverage.,unspecified,unspecified,True,False
S0093,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,381,candidate generator rule,\text{conditionally assembled; all audited candidate layers close; final continuous first-exit candidate-selection theorem remains open.},symbolic,symbolic,True,False
S0094,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,381,first-exit necessary condition,\text{conditionally assembled; all audited candidate layers close; final continuous first-exit candidate-selection theorem remains open.},symbolic,symbolic,True,False
S0095,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,381,continuous candidate-selection claim,\text{conditionally assembled; all audited candidate layers close; final continuous first-exit candidate-selection theorem remains open.},symbolic,symbolic,True,False
S0096,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,381,certificate-backed candidate coverage statement,\text{conditionally assembled; all audited candidate layers close; final continuous first-exit candidate-selection theorem remains open.},symbolic,symbolic,True,False
S0097,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,389,first-exit necessary condition,"\text{prove candidate-generation completeness for continuous first-exit configurations, especially lower drift intervals.}",symbolic,symbolic,True,False
S0098,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,389,lower drift bracketing statement,"\text{prove candidate-generation completeness for continuous first-exit configurations, especially lower drift intervals.}",symbolic,symbolic,True,False
S0099,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,389,continuous candidate-selection claim,"\text{prove candidate-generation completeness for continuous first-exit configurations, especially lower drift intervals.}",symbolic,symbolic,True,False
S0100,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,400,first-exit necessary condition,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,unspecified,unspecified,True,False
S0101,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,407,first-exit necessary condition,\text{attack the theorem that every possible continuous first-exit configuration is generated as an audited FullFCL/theta candidate.},symbolic,symbolic,True,False
S0102,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,407,FullFCL completeness claim,\text{attack the theorem that every possible continuous first-exit configuration is generated as an audited FullFCL/theta candidate.},symbolic,symbolic,True,False
S0103,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,407,continuous candidate-selection claim,\text{attack the theorem that every possible continuous first-exit configuration is generated as an audited FullFCL/theta candidate.},symbolic,symbolic,True,False
S0104,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,411,lower drift bracketing statement,Alternative focused lower-drift file:,unspecified,unspecified,True,False
S0105,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,414,lower drift bracketing statement,Prime_Mesh_R2Q_LowerDrift_FirstCrossing_Proof_Attack_v1.md,unspecified,unspecified,True,False
S0106,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,417,lower drift bracketing statement,if the next attack should focus only on the lower drift gap.,unspecified,unspecified,True,False
S0107,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,425,gap safety statement,The continuous all-\(x\) theorem remains conditional because sparse coordinate gaps exist.,symbolic,symbolic,True,False
S0108,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,425,warning about sparse windows,The continuous all-\(x\) theorem remains conditional because sparse coordinate gaps exist.,symbolic,symbolic,True,False
S0109,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Conditional_Closure_Update_v1.md,427,first-exit necessary condition,The proof must now show that those gaps cannot contain unrepresented first-exit configurations.,conditional,conditional,True,False
S0110,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,19,FullFCL completeness claim,\text{GlobalBridge closed conditionally on post-}P_0\text{ continuous all-}x\text{ / FullFCL candidate selection.},conditional,conditional,True,False
S0111,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,19,continuous candidate-selection claim,\text{GlobalBridge closed conditionally on post-}P_0\text{ continuous all-}x\text{ / FullFCL candidate selection.},conditional,conditional,True,False
S0112,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,23,certificate-backed candidate coverage statement,The audited/certificate pieces now align:,certificate,certificate,True,False
S0113,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,32,FullFCL completeness claim,\texttt{fullfcl\_backed\_certificate\_conditional}.,conditional,conditional,True,False
S0114,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,32,certificate-backed candidate coverage statement,\texttt{fullfcl\_backed\_certificate\_conditional}.,conditional,conditional,True,False
S0115,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,41,certificate-backed candidate coverage statement,closed in audited/certificate form.,certificate,certificate,True,False
S0116,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,47,FullFCL completeness claim,"\text{assuming every post-}P_0\text{ continuous global first crossing enters the audited FullFCL/theta candidate universe, no surviving first-crossing obstruction remains.}",certificate,certificate,True,False
S0117,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,55,candidate generator rule,\text{post-}P_0\text{ continuous all-}x\text{ / FullFCL candidate-selection theorem.},symbolic,symbolic,True,False
S0118,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,55,FullFCL completeness claim,\text{post-}P_0\text{ continuous all-}x\text{ / FullFCL candidate-selection theorem.},symbolic,symbolic,True,False
